switch_id,used_rules,usage
53,351,0.563403
52,0,0
51,1214,1.94864
50,296,0.47512
49,477,0.76565
48,142,0.227929
47,17,0.0272873
46,371,0.595506
45,81,0.130016
44,250,0.401284
43,179,0.287319
42,210,0.337079
41,405,0.65008
40,479,0.76886
39,804,1.29053
38,0,0
37,407,0.653291
36,179,0.287319
35,362,0.581059
34,199,0.319422
33,180,0.288925
32,318,0.510433
31,318,0.510433
30,0,0
29,291,0.467095
28,75,0.120385
27,155,0.248796
26,526,0.844302
25,1104,1.77207
24,247,0.396469
23,79,0.126806
22,903,1.44944
21,432,0.693419
20,767,1.23114
19,276,0.443018
18,139,0.223114
17,20,0.0321027
16,142,0.227929
15,475,0.76244
14,0,0
13,557,0.894061
12,117,0.187801
11,206,0.330658
10,214,0.343499
9,355,0.569823
8,13,0.0208668
7,751,1.20546
6,20,0.0321027
5,146,0.23435
4,11,0.0176565
3,358,0.574639
2,319,0.512039
1,172,0.276083
0,49,0.0786517
