source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,61.9078,384,0.161218,6,2.33333,1,4
2,3,1,34.6619,215,0.161218,2,1.5,1,2
6,7,2,34.1782,212,0.161218,4,1.75,1,2
9,2,3,31.76,197,0.161218,2,2,1,2
8,10,4,25.7949,160,0.161218,2,1.5,1,1
1,7,5,25.7949,160,0.161218,2,1.5,1,1
1,4,6,23.2154,144,0.161218,1,1,1,1
0,6,7,22.2481,138,0.161218,1,1,1,1
2,4,8,19.991,124,0.161218,1,1,1,1
5,7,9,18.5401,115,0.161218,1,1,1,1
0,9,10,18.5401,115,0.161218,2,1.5,1,1
9,10,11,53.6857,364,0.147488,4,1.75,1,4
4,7,12,17.4116,108,0.161218,1,1,1,1
3,4,13,16.9279,105,0.161218,2,1.5,1,1
8,7,14,16.1218,100,0.161218,2,1.5,1,2
10,2,15,15.9606,99,0.161218,1,1,1,1
4,5,16,15.3157,95,0.161218,2,1.5,1,1
1,2,17,44.8186,278,0.161218,6,2.5,1,1
10,1,18,42.884,266,0.161218,4,2,1,2
8,9,19,42.4004,263,0.161218,4,2,1,2
0,8,20,41.5943,258,0.161218,4,1.75,1,3
8,6,21,39.8209,247,0.161218,4,2.25,1,4
1,5,22,38.2087,237,0.161218,5,2.4,1,2
1,3,23,37.0928,237,0.15651,4,2.75,1,3
