source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,63.5414,384,0.165472,11,2.54545,1,8
2,3,1,36.7103,215,0.170746,3,1.66667,1,2
6,7,2,36.1981,212,0.170746,6,2.16667,1,4
9,2,3,33.6369,197,0.170746,5,2.4,1,3
8,10,4,27.3193,160,0.170746,2,2,1,1
1,7,5,27.3193,160,0.170746,3,1.66667,1,3
1,4,6,24.5874,144,0.170746,4,2.25,1,2
0,6,7,23.5629,138,0.170746,2,1.5,1,2
2,4,8,21.1724,124,0.170746,2,1.5,1,1
5,7,9,19.6357,115,0.170746,1,1,1,1
0,9,10,19.6357,115,0.170746,2,1.5,1,1
9,10,11,56.8583,364,0.156204,4,1.75,1,4
4,7,12,18.4405,108,0.170746,1,1,1,1
3,4,13,17.9283,105,0.170746,2,1.5,1,2
8,7,14,17.0746,100,0.170746,2,1.5,1,2
10,2,15,16.9038,99,0.170746,1,1,1,1
4,5,16,16.2208,95,0.170746,2,1.5,1,1
1,2,17,46.0058,278,0.165489,8,2.25,1,4
10,1,18,45.4183,266,0.170746,6,2.16667,1,4
8,9,19,43.9721,263,0.167194,6,2.16667,1,4
0,8,20,43.5964,258,0.168978,4,1.75,1,4
8,6,21,39.8287,247,0.16125,7,2.42857,1,5
1,5,22,38.8617,237,0.163973,6,2.16667,1,6
1,3,23,37.2164,237,0.157031,6,2.66667,1,5
