source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.2622,384,0.162141,8,2.625,1,6
2,3,1,35.1411,215,0.163447,3,1.66667,1,2
6,7,2,34.6508,212,0.163447,4,1.75,1,2
9,2,3,32.1991,197,0.163447,3,2.33333,1,3
8,10,4,26.1515,160,0.163447,1,1,1,1
1,7,5,26.1515,160,0.163447,3,1.66667,1,3
1,4,6,23.5364,144,0.163447,3,2.33333,1,2
0,6,7,22.5557,138,0.163447,2,1.5,1,1
2,4,8,20.2674,124,0.163447,2,1.5,1,1
5,7,9,18.7964,115,0.163447,1,1,1,1
0,9,10,18.7964,115,0.163447,2,1.5,1,2
9,10,11,54.428,364,0.149527,4,1.75,1,4
4,7,12,17.6523,108,0.163447,1,1,1,1
3,4,13,17.162,105,0.163447,2,1.5,1,2
8,7,14,16.3447,100,0.163447,2,1.5,1,2
10,2,15,16.1813,99,0.163447,2,2,1,1
4,5,16,15.5275,95,0.163447,2,1.5,1,1
1,2,17,45.4383,278,0.163447,7,2.42857,1,5
10,1,18,43.4769,266,0.163447,5,2.2,1,3
8,9,19,42.9866,263,0.163447,6,2.16667,1,5
0,8,20,42.1694,258,0.163447,4,1.75,1,4
8,6,21,39.3792,247,0.15943,6,2.16667,1,4
1,5,22,38.737,237,0.163447,7,2.28571,1,3
1,3,23,37.2771,237,0.157287,5,2.8,1,3
