source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.8682,384,0.163719,9,2.55556,1,8
2,3,1,36.1915,215,0.168332,3,1.66667,1,2
6,7,2,35.6865,212,0.168332,5,1.8,1,3
9,2,3,33.1615,197,0.168332,4,2.25,1,3
8,10,4,26.9332,160,0.168332,1,1,1,1
1,7,5,26.9332,160,0.168332,3,1.66667,1,2
1,4,6,24.2399,144,0.168332,6,2.5,1,3
0,6,7,23.2299,138,0.168332,2,1.5,1,2
2,4,8,20.8732,124,0.168332,2,1.5,1,2
5,7,9,19.3582,115,0.168332,1,1,1,1
0,9,10,19.3582,115,0.168332,2,1.5,1,1
9,10,11,56.0547,364,0.153997,4,1.75,1,4
4,7,12,18.1799,108,0.168332,1,1,1,1
3,4,13,17.6749,105,0.168332,2,1.5,1,2
8,7,14,16.8332,100,0.168332,2,1.5,1,2
10,2,15,16.6649,99,0.168332,1,1,1,1
4,5,16,15.9916,95,0.168332,2,1.5,1,1
1,2,17,46.1244,278,0.165915,9,2.44444,1,4
10,1,18,44.7764,266,0.168332,6,2.16667,1,5
8,9,19,43.3213,263,0.16472,7,2.28571,1,5
0,8,20,43.4297,258,0.168332,5,2,1,4
8,6,21,40.4486,247,0.163759,5,2,1,5
1,5,22,39.4187,237,0.166324,7,2.14286,1,5
1,3,23,38.6139,237,0.162928,7,2.85714,1,4
