source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,63.9739,384,0.166599,15,2.8,1,12
2,3,1,38.0885,215,0.177156,3,1.66667,1,3
6,7,2,37.557,212,0.177156,6,2,1,6
9,2,3,34.8997,197,0.177156,5,2.4,1,5
8,10,4,28.3449,160,0.177156,6,2.5,1,5
1,7,5,28.3449,160,0.177156,4,2,1,3
1,4,6,25.5104,144,0.177156,12,2.5,1,11
0,6,7,24.4475,138,0.177156,2,1.5,1,2
2,4,8,21.9673,124,0.177156,2,1.5,1,2
5,7,9,20.3729,115,0.177156,2,1.5,1,2
0,9,10,20.3729,115,0.177156,3,1.66667,1,2
9,10,11,57.8435,364,0.158911,6,2.16667,1,5
4,7,12,19.1328,108,0.177156,2,1.5,1,2
3,4,13,18.6014,105,0.177156,2,1.5,1,2
8,7,14,17.7156,100,0.177156,5,1.8,1,5
10,2,15,17.5384,99,0.177156,3,2.33333,1,2
4,5,16,16.8298,95,0.177156,2,1.5,1,2
1,2,17,46.8252,278,0.168436,13,2.84615,1,13
10,1,18,47.1234,266,0.177156,7,2.28571,1,6
8,9,19,43.1375,263,0.164021,10,2.3,1,10
0,8,20,38.5106,258,0.149266,4,1.75,1,4
8,6,21,29.9372,247,0.121203,6,2.16667,1,6
1,5,22,38.6073,237,0.1629,15,3,1,13
1,3,23,28.0544,237,0.118373,18,3.38889,1,14
