source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.5442,384,0.162876,9,2.44444,1,5
2,3,1,35.6505,215,0.165816,3,1.66667,1,2
6,7,2,35.153,212,0.165816,5,1.8,1,4
9,2,3,32.6658,197,0.165816,4,2.5,1,3
8,10,4,26.5306,160,0.165816,2,2,1,1
1,7,5,26.5306,160,0.165816,3,1.66667,1,3
1,4,6,23.8775,144,0.165816,3,2.33333,1,1
0,6,7,22.8826,138,0.165816,1,1,1,1
2,4,8,20.5612,124,0.165816,2,1.5,1,2
5,7,9,19.0689,115,0.165816,1,1,1,1
0,9,10,19.0689,115,0.165816,2,1.5,1,1
9,10,11,60.3571,364,0.165816,6,2,1,4
4,7,12,17.9082,108,0.165816,1,1,1,1
3,4,13,17.4107,105,0.165816,2,1.5,1,2
8,7,14,16.5816,100,0.165816,2,1.5,1,2
10,2,15,16.4158,99,0.165816,2,2,1,1
4,5,16,15.7525,95,0.165816,2,1.5,1,1
1,2,17,44.8976,278,0.161502,7,2,1,4
10,1,18,44.1071,266,0.165816,6,2.33333,1,4
8,9,19,43.2316,263,0.164379,7,2.14286,1,4
0,8,20,42.7806,258,0.165816,4,1.75,1,4
8,6,21,38.4275,247,0.155577,6,2.16667,1,4
1,5,22,38.9905,237,0.164517,6,2.16667,1,5
1,3,23,37.6332,237,0.15879,8,3.125,1,4
