source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,60.067,384,0.156424,7,2.42857,1,5
2,3,1,33.6313,215,0.156424,2,1.5,1,2
6,7,2,33.162,212,0.156424,4,1.75,1,3
9,2,3,30.8156,197,0.156424,4,2.5,1,2
8,10,4,25.0279,160,0.156424,1,1,1,1
1,7,5,25.0279,160,0.156424,2,1.5,1,2
1,4,6,22.5251,144,0.156424,3,2.33333,1,2
0,6,7,21.5866,138,0.156424,2,1.5,1,2
2,4,8,19.3966,124,0.156424,2,1.5,1,1
5,7,9,17.9888,115,0.156424,1,1,1,1
0,9,10,17.9888,115,0.156424,2,1.5,1,1
9,10,11,52.0894,364,0.143103,4,1.75,1,4
4,7,12,16.8938,108,0.156424,1,1,1,1
3,4,13,16.4246,105,0.156424,2,1.5,1,1
8,7,14,15.6424,100,0.156424,2,1.5,1,2
10,2,15,15.486,99,0.156424,1,1,1,1
4,5,16,14.8603,95,0.156424,2,1.5,1,1
1,2,17,43.486,278,0.156424,6,2.16667,1,3
10,1,18,41.6089,266,0.156424,5,2.2,1,3
8,9,19,41.1396,263,0.156424,5,2,1,4
0,8,20,40.3575,258,0.156424,4,1.75,1,4
8,6,21,38.3522,247,0.155272,5,2,1,3
1,5,22,37.0726,237,0.156424,7,2.14286,1,5
1,3,23,35.3133,237,0.149001,5,2.8,1,2
