source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
8,1,0,64.6696,384,0.16841,8,2.5,1,5
2,3,1,36.2082,215,0.16841,2,1.5,1,2
6,7,2,35.703,212,0.16841,6,2.16667,1,3
9,2,3,33.1768,197,0.16841,3,2.33333,1,3
8,10,4,26.9456,160,0.16841,2,1.5,1,1
1,7,5,26.9456,160,0.16841,3,1.66667,1,3
1,4,6,24.2511,144,0.16841,4,2.5,1,2
0,6,7,23.2406,138,0.16841,2,1.5,1,1
2,4,8,20.8829,124,0.16841,2,1.5,1,1
5,7,9,19.3672,115,0.16841,1,1,1,1
0,9,10,19.3672,115,0.16841,2,1.5,1,2
9,10,11,56.0807,364,0.154068,4,1.75,1,4
4,7,12,18.1883,108,0.16841,2,2,1,1
3,4,13,17.6831,105,0.16841,2,1.5,1,2
8,7,14,16.841,100,0.16841,3,1.66667,1,2
10,2,15,16.6726,99,0.16841,2,2,1,1
4,5,16,15.999,95,0.16841,2,1.5,1,1
1,2,17,46.8181,278,0.16841,6,2,1,4
10,1,18,44.7971,266,0.16841,5,2.2,1,3
8,9,19,44.2919,263,0.16841,5,2,1,3
0,8,20,43.4499,258,0.16841,4,1.75,1,3
8,6,21,41.5973,247,0.16841,5,2,1,5
1,5,22,39.9132,237,0.16841,6,2,1,4
1,3,23,39.9132,237,0.16841,4,2.5,1,4
