source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,63.7265,384,0.165955,22,3,1,20
2,3,1,38.431,215,0.178749,4,2,1,4
6,7,2,37.8948,212,0.178749,7,2.28571,1,7
9,2,3,35.2136,197,0.178749,13,3,1,8
8,10,4,28.5998,160,0.178749,8,2.875,1,7
1,7,5,28.5998,160,0.178749,6,2.33333,1,4
1,4,6,25.7399,144,0.178749,12,2.5,1,12
0,6,7,24.6674,138,0.178749,2,1.5,1,2
2,4,8,22.1649,124,0.178749,2,1.5,1,2
5,7,9,20.5561,115,0.178749,2,1.5,1,2
0,9,10,20.5561,115,0.178749,3,1.66667,1,3
9,10,11,57.8687,364,0.15898,7,2.28571,1,5
4,7,12,19.3049,108,0.178749,3,2,1,3
3,4,13,18.7686,105,0.178749,2,1.5,1,2
8,7,14,17.7462,100,0.177462,10,2.5,1,8
10,2,15,17.6961,99,0.178749,4,2.5,1,4
4,5,16,16.9812,95,0.178749,3,1.66667,1,2
1,2,17,49.3833,278,0.177638,14,2.92857,1,14
10,1,18,47.1972,266,0.177433,7,2.28571,1,7
8,9,19,42.7844,263,0.162678,11,2.45455,1,11
0,8,20,45.5295,258,0.176471,4,1.75,1,4
8,6,21,29.7322,247,0.120373,7,2.42857,1,7
1,5,22,37.1816,237,0.156884,21,3.28571,1,17
1,3,23,21.065,237,0.0888817,25,3.48,1,20
