source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.1755,384,0.161915,7,2.57143,1,4
2,3,1,34.9909,215,0.162749,3,1.66667,1,3
6,7,2,34.5027,212,0.162749,3,1.66667,1,2
9,2,3,32.0615,197,0.162749,4,2.5,1,3
8,10,4,26.0398,160,0.162749,1,1,1,1
1,7,5,26.0398,160,0.162749,3,1.66667,1,2
1,4,6,23.4358,144,0.162749,3,2,1,1
0,6,7,22.4593,138,0.162749,2,1.5,1,2
2,4,8,20.1808,124,0.162749,2,1.5,1,1
5,7,9,18.7161,115,0.162749,1,1,1,1
0,9,10,18.7161,115,0.162749,1,1,1,1
9,10,11,54.1953,364,0.148888,4,1.75,1,4
4,7,12,17.5768,108,0.162749,1,1,1,1
3,4,13,17.0886,105,0.162749,2,1.5,1,1
8,7,14,16.2749,100,0.162749,2,1.5,1,2
10,2,15,16.1121,99,0.162749,1,1,1,1
4,5,16,15.4611,95,0.162749,1,1,1,1
1,2,17,44.775,278,0.161061,6,2.5,1,1
10,1,18,43.2911,266,0.162749,3,2,1,2
8,9,19,42.8029,263,0.162749,4,2,1,2
0,8,20,41.9891,258,0.162749,4,1.75,1,3
8,6,21,40.1989,247,0.162749,5,2,1,3
1,5,22,37.7225,237,0.159167,5,2.2,1,2
1,3,23,38.5714,237,0.162749,5,3,1,2
