source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.3425,384,0.16235,8,2.625,1,4
2,3,1,34.9053,215,0.16235,2,1.5,1,2
6,7,2,34.4183,212,0.16235,5,1.8,1,3
9,2,3,31.983,197,0.16235,3,2.33333,1,2
8,10,4,25.976,160,0.16235,1,1,1,1
1,7,5,25.976,160,0.16235,2,1.5,1,1
1,4,6,23.3784,144,0.16235,2,2,1,2
0,6,7,22.4043,138,0.16235,2,1.5,1,2
2,4,8,20.1314,124,0.16235,1,1,1,1
5,7,9,18.6703,115,0.16235,1,1,1,1
0,9,10,18.6703,115,0.16235,1,1,1,1
9,10,11,59.0955,364,0.16235,4,1.75,1,4
4,7,12,17.5338,108,0.16235,1,1,1,1
3,4,13,17.0468,105,0.16235,2,1.5,1,1
8,7,14,16.235,100,0.16235,2,1.5,1,1
10,2,15,16.0727,99,0.16235,2,2,1,1
4,5,16,15.4233,95,0.16235,1,1,1,1
1,2,17,45.1334,278,0.16235,4,1.75,1,2
10,1,18,43.1852,266,0.16235,3,1.66667,1,3
8,9,19,42.6981,263,0.16235,4,2,1,2
0,8,20,41.8864,258,0.16235,4,1.75,1,3
8,6,21,39.8159,247,0.161198,5,2,1,3
1,5,22,38.477,237,0.16235,7,2.28571,1,3
1,3,23,37.6108,237,0.158695,4,2.5,1,3
