source,destination,length,path
8,1,2,8,5,1,30
8,1,1,8,1,30
2,3,1,2,3,25
6,7,1,6,7,24.6512
9,2,1,9,2,22.907
8,10,1,8,10,18.6047
1,7,2,1,9,7,18.6047
1,4,2,1,7,4,16.7442
1,4,1,1,4,16.7442
0,6,2,0,7,6,16.0465
2,4,1,2,4,14.4186
5,7,1,5,7,13.3721
0,9,1,0,9,13.3721
9,10,2,9,7,10,30
9,10,2,9,6,10,12.3256
9,10,1,9,10,30
4,7,1,4,7,12.5581
3,4,1,3,4,12.2093
8,7,1,8,7,11.6279
10,2,1,10,2,11.5116
4,5,1,4,5,11.0465
1,2,2,1,10,2,30
1,2,1,1,2,30
10,1,2,10,7,1,30
10,1,1,10,1,30
8,9,2,8,6,9,30
8,9,1,8,9,30
0,8,1,0,8,30
8,6,2,8,0,6,28.7209
1,5,2,1,7,5,27.5581
1,3,1,1,3,27.5581
