source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.2478,384,0.162104,7,2.57143,1,5
2,3,1,34.9804,215,0.162699,2,1.5,1,2
6,7,2,34.4923,212,0.162699,5,1.8,1,4
9,2,3,32.0518,197,0.162699,4,2.5,1,3
8,10,4,26.0319,160,0.162699,2,1.5,1,1
1,7,5,26.0319,160,0.162699,2,1.5,1,2
1,4,6,23.4287,144,0.162699,4,2.5,1,2
0,6,7,22.4525,138,0.162699,2,1.5,1,2
2,4,8,20.1747,124,0.162699,2,1.5,1,1
5,7,9,18.7104,115,0.162699,1,1,1,1
0,9,10,18.7104,115,0.162699,2,1.5,1,2
9,10,11,59.2226,364,0.162699,4,1.75,1,4
4,7,12,17.5715,108,0.162699,1,1,1,1
3,4,13,17.0834,105,0.162699,2,1.5,1,2
8,7,14,16.2699,100,0.162699,3,1.66667,1,2
10,2,15,16.1072,99,0.162699,1,1,1,1
4,5,16,15.4565,95,0.162699,1,1,1,1
1,2,17,45.2305,278,0.162699,5,2.2,1,2
10,1,18,43.2781,266,0.162699,6,2.16667,1,4
8,9,19,42.79,263,0.162699,6,2.16667,1,2
0,8,20,41.9765,258,0.162699,4,1.75,1,4
8,6,21,39.4093,247,0.159552,4,2,1,3
1,5,22,38.5598,237,0.162699,7,2.57143,1,4
1,3,23,36.4237,237,0.153687,4,2.5,1,3
