source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,58.7006,384,0.152866,7,2.57143,1,4
2,3,1,32.8662,215,0.152866,2,1.5,1,2
6,7,2,32.4076,212,0.152866,5,1.8,1,2
9,2,3,30.1147,197,0.152866,4,2.75,1,3
8,10,4,24.4586,160,0.152866,1,1,1,1
1,7,5,24.4586,160,0.152866,2,1.5,1,1
1,4,6,22.0127,144,0.152866,2,1.5,1,1
0,6,7,21.0955,138,0.152866,2,1.5,1,2
2,4,8,18.9554,124,0.152866,1,1,1,1
5,7,9,17.5796,115,0.152866,1,1,1,1
0,9,10,17.5796,115,0.152866,1,1,1,1
9,10,11,55.6433,364,0.152866,4,1.75,1,4
4,7,12,16.5096,108,0.152866,1,1,1,1
3,4,13,16.051,105,0.152866,2,1.5,1,1
8,7,14,15.2866,100,0.152866,1,1,1,1
10,2,15,15.1338,99,0.152866,1,1,1,1
4,5,16,14.5223,95,0.152866,2,1.5,1,1
1,2,17,42.4968,278,0.152866,4,2.25,1,2
10,1,18,40.6624,266,0.152866,4,2,1,3
8,9,19,40.2038,263,0.152866,4,1.75,1,2
0,8,20,39.4395,258,0.152866,4,1.75,1,3
8,6,21,37.758,247,0.152866,5,2.2,1,3
1,5,22,36.2293,237,0.152866,6,2.16667,1,3
1,3,23,35.6459,237,0.150405,5,3,1,2
