source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,61.0735,384,0.159046,7,2.42857,1,4
2,3,1,34.1948,215,0.159046,2,1.5,1,2
6,7,2,33.7177,212,0.159046,5,1.8,1,3
9,2,3,31.332,197,0.159046,4,2.5,1,3
8,10,4,25.4473,160,0.159046,1,1,1,1
1,7,5,25.4473,160,0.159046,2,1.5,1,1
1,4,6,22.9026,144,0.159046,2,2,1,2
0,6,7,21.9483,138,0.159046,2,1.5,1,1
2,4,8,19.7217,124,0.159046,1,1,1,1
5,7,9,18.2902,115,0.159046,1,1,1,1
0,9,10,18.2902,115,0.159046,1,1,1,1
9,10,11,57.8926,364,0.159046,4,1.75,1,4
4,7,12,17.1769,108,0.159046,1,1,1,1
3,4,13,16.6998,105,0.159046,2,1.5,1,2
8,7,14,15.9046,100,0.159046,2,1.5,1,2
10,2,15,15.7455,99,0.159046,1,1,1,1
4,5,16,15.1093,95,0.159046,2,1.5,1,1
1,2,17,44.2147,278,0.159046,6,2.83333,1,3
10,1,18,42.3061,266,0.159046,6,2.16667,1,2
8,9,19,41.829,263,0.159046,6,2.16667,1,3
0,8,20,41.0338,258,0.159046,4,1.75,1,3
8,6,21,38.7417,247,0.156849,5,2.2,1,3
1,5,22,37.5293,237,0.158351,6,2.16667,1,2
1,3,23,36.4358,237,0.153738,4,2.75,1,3
