source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,61.728,384,0.16075,7,2.57143,1,4
2,3,1,34.5613,215,0.16075,2,1.5,1,2
6,7,2,34.079,212,0.16075,5,1.8,1,3
9,2,3,31.6678,197,0.16075,5,2.4,1,2
8,10,4,25.72,160,0.16075,1,1,1,1
1,7,5,25.72,160,0.16075,2,1.5,1,2
1,4,6,23.148,144,0.16075,4,2.25,1,2
0,6,7,22.1835,138,0.16075,2,1.5,1,2
2,4,8,19.933,124,0.16075,1,1,1,1
5,7,9,18.4863,115,0.16075,1,1,1,1
0,9,10,18.4863,115,0.16075,1,1,1,1
9,10,11,53.5298,364,0.14706,4,1.75,1,4
4,7,12,17.361,108,0.16075,2,2,1,1
3,4,13,16.8788,105,0.16075,2,1.5,1,2
8,7,14,16.075,100,0.16075,2,1.5,1,2
10,2,15,15.9143,99,0.16075,2,2,1,1
4,5,16,15.2713,95,0.16075,1,1,1,1
1,2,17,44.6885,278,0.16075,6,2.16667,1,3
10,1,18,42.7595,266,0.16075,4,2,1,3
8,9,19,42.2773,263,0.16075,6,2.16667,1,2
0,8,20,41.4735,258,0.16075,4,2,1,3
8,6,21,39.4207,247,0.159598,4,2,1,3
1,5,22,37.9105,237,0.15996,6,2.16667,1,3
1,3,23,38.0978,237,0.16075,2,1.5,1,2
