source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,62.9988,384,0.164059,8,2.5,1,4
2,3,1,35.4007,215,0.164654,3,1.66667,1,2
6,7,2,34.9067,212,0.164654,5,1.8,1,3
9,2,3,32.4369,197,0.164654,4,2.25,1,2
8,10,4,26.3447,160,0.164654,1,1,1,1
1,7,5,26.3447,160,0.164654,3,1.66667,1,3
1,4,6,23.7102,144,0.164654,2,2,1,2
0,6,7,22.7223,138,0.164654,2,1.5,1,2
2,4,8,20.4171,124,0.164654,2,1.5,1,2
5,7,9,18.9352,115,0.164654,1,1,1,1
0,9,10,18.9352,115,0.164654,2,1.5,1,2
9,10,11,54.8299,364,0.150632,4,1.75,1,4
4,7,12,17.7827,108,0.164654,1,1,1,1
3,4,13,17.2887,105,0.164654,2,1.5,1,1
8,7,14,16.4654,100,0.164654,2,1.5,1,2
10,2,15,16.3008,99,0.164654,1,1,1,1
4,5,16,15.6421,95,0.164654,2,1.5,1,1
1,2,17,45.7739,278,0.164654,6,2.33333,1,4
10,1,18,43.798,266,0.164654,3,2,1,3
8,9,19,43.3041,263,0.164654,4,2,1,4
0,8,20,42.4808,258,0.164654,4,1.75,1,4
8,6,21,40.6696,247,0.164654,6,2.33333,1,4
1,5,22,38.4805,237,0.162365,6,2,1,4
1,3,23,38.1525,237,0.160981,5,2.8,1,3
