source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,60.3773,384,0.157233,5,2.2,1,4
2,3,1,33.805,215,0.157233,2,1.5,1,2
6,7,2,33.3333,212,0.157233,3,1.66667,1,2
9,2,3,30.9748,197,0.157233,2,2,1,2
8,10,4,25.1572,160,0.157233,1,1,1,1
1,7,5,25.1572,160,0.157233,2,1.5,1,1
1,4,6,22.6415,144,0.157233,4,2.25,1,2
0,6,7,21.6981,138,0.157233,1,1,1,1
2,4,8,19.4968,124,0.157233,1,1,1,1
5,7,9,18.0817,115,0.157233,1,1,1,1
0,9,10,18.0817,115,0.157233,1,1,1,1
9,10,11,52.3585,364,0.143842,4,1.75,1,3
4,7,12,16.9811,108,0.157233,1,1,1,1
3,4,13,16.5094,105,0.157233,2,1.5,1,1
8,7,14,15.7233,100,0.157233,2,1.5,1,2
10,2,15,15.566,99,0.157233,1,1,1,1
4,5,16,14.9371,95,0.157233,1,1,1,1
1,2,17,43.7107,278,0.157233,4,1.75,1,2
10,1,18,41.8239,266,0.157233,4,2,1,2
8,9,19,41.3522,263,0.157233,5,2,1,1
0,8,20,40.566,258,0.157233,4,2,1,2
8,6,21,38.8365,247,0.157233,4,2,1,2
1,5,22,37.2641,237,0.157233,4,2.25,1,3
1,3,23,36.7216,237,0.154943,2,1.5,1,2
