source,destination,demand_id,allowed_rate_c_,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths
8,1,0,63.9196,384,0.166457,12,2.58333,1,11
2,3,1,37.9916,215,0.176705,4,2,1,4
6,7,2,37.4615,212,0.176705,6,2,1,6
9,2,3,34.811,197,0.176705,7,2.71429,1,4
8,10,4,28.2729,160,0.176705,6,2.33333,1,5
1,7,5,28.2729,160,0.176705,4,2.25,1,3
1,4,6,25.4456,144,0.176705,12,2.5,1,10
0,6,7,24.3853,138,0.176705,2,1.5,1,2
2,4,8,21.9115,124,0.176705,2,1.5,1,2
5,7,9,20.3211,115,0.176705,2,1.5,1,1
0,9,10,20.3211,115,0.176705,3,1.66667,1,3
9,10,11,62.2557,364,0.171032,10,2.7,1,7
4,7,12,19.0842,108,0.176705,3,2,1,2
3,4,13,18.5541,105,0.176705,2,1.5,1,2
8,7,14,17.6705,100,0.176705,4,1.75,1,4
10,2,15,17.4938,99,0.176705,1,1,1,1
4,5,16,16.787,95,0.176705,2,1.5,1,2
1,2,17,46.9642,278,0.168936,13,2.84615,1,11
10,1,18,47.0036,266,0.176705,7,2.28571,1,6
8,9,19,43.2145,263,0.164314,11,2.45455,1,11
0,8,20,38.1948,258,0.148042,4,1.75,1,4
8,6,21,31.9931,247,0.129527,7,2.42857,1,7
1,5,22,38.096,237,0.160743,12,2.75,1,10
1,3,23,25.0873,237,0.105854,17,3.23529,1,13
