source,destination,length,path
0,1,1,0,1,55916
0,1,2,0,7,1,0
0,1,2,0,8,1,0
0,1,2,0,6,1,0
0,1,2,0,5,1,0
0,6,1,0,6,19869
0,7,1,0,7,19601
0,8,1,0,8,18493
6,0,1,6,0,15109
3,0,1,3,0,14325
9,0,1,9,0,14242
2,0,1,2,0,12719
8,0,1,8,0,12468
7,0,1,7,0,9969
7,6,1,7,6,9583
0,4,1,0,4,34354
0,4,2,0,9,4,0
0,4,2,0,2,4,0
7,9,1,7,9,8862
5,4,1,5,4,7224
5,6,1,5,6,5551
4,1,1,4,1,4777
1,2,1,1,2,4504
1,4,1,1,4,4333
1,3,1,1,3,3998
3,1,1,3,1,3777
5,1,1,5,1,3669
6,1,1,6,1,3489
0,3,1,0,3,29648
0,3,2,0,9,3,0
1,6,1,1,6,3246
6,7,1,6,7,3210
9,8,1,9,8,3114
1,9,1,1,9,3000
4,2,1,4,2,2941
1,5,1,1,5,2836
4,5,1,4,5,2802
8,1,1,8,1,2792
1,8,1,1,8,2624
2,1,1,2,1,2555
4,0,1,4,0,28809
4,0,2,4,7,0,0
4,0,2,4,2,0,0
2,3,1,2,3,2338
1,7,1,1,7,2157
5,9,1,5,9,1990
7,4,1,7,4,1955
6,4,1,6,4,1938
4,3,1,4,3,1913
6,3,1,6,3,1888
5,3,1,5,3,1849
4,6,1,4,6,1844
8,3,1,8,3,1820
1,0,1,1,0,26364
1,0,2,1,8,0,0
1,0,2,1,7,0,0
9,1,1,9,1,1801
6,5,1,6,5,1786
4,9,1,4,9,1745
4,7,1,4,7,1736
8,9,1,8,9,1719
4,8,1,4,8,1718
3,4,1,3,4,1657
6,9,1,6,9,1444
3,6,1,3,6,1441
8,4,1,8,4,1312
0,2,1,0,2,24021
7,1,1,7,1,1310
6,8,1,6,8,1248
8,6,1,8,6,1229
8,2,1,8,2,1201
3,9,1,3,9,1160
9,4,1,9,4,1107
3,5,1,3,5,1099
5,8,1,5,8,1067
3,2,1,3,2,1038
3,8,1,3,8,978
0,5,1,0,5,22258
2,4,1,2,4,937
9,3,1,9,3,931
6,2,1,6,2,877
5,2,1,5,2,833
8,5,1,8,5,801
5,7,1,5,7,799
9,6,1,9,6,752
9,5,1,9,5,701
7,3,1,7,3,699
8,7,1,8,7,698
0,9,1,0,9,21108
3,7,1,3,7,660
9,7,1,9,7,638
2,6,1,2,6,581
9,2,1,9,2,494
7,5,1,7,5,488
2,8,1,2,8,484
7,8,1,7,8,431
2,9,1,2,9,304
2,5,1,2,5,289
7,2,1,7,2,144
5,0,1,5,0,20073
2,7,1,2,7,126
