source,destination,length,path
0,1,1,0,1,39050.4
0,1,2,0,7,1,15019.4
0,1,2,0,8,1,10513.6
0,1,2,0,6,1,10513.6
0,1,2,0,9,1,9011.64
0,1,2,0,5,1,6007.76
0,1,2,0,3,1,9011.64
0,1,2,0,4,1,10513.6
0,1,2,0,2,1,7509.7
0,1,3,0,8,2,1,1501.94
0,1,3,0,7,5,1,1501.94
0,1,3,0,4,8,1,1501.94
0,6,1,0,6,18679.3
0,6,2,0,8,6,5336.94
0,6,2,0,4,6,4269.55
0,6,2,0,3,6,3202.16
0,6,3,0,7,8,6,533.694
0,6,3,0,7,3,6,1067.39
0,6,3,0,5,9,6,533.694
0,6,2,0,2,6,2668.47
0,6,2,0,5,6,2668.47
0,6,2,0,7,6,1601.08
0,6,2,0,9,6,1601.08
0,6,2,0,1,6,1067.39
0,7,1,0,7,16847.9
0,7,2,0,2,7,3158.97
0,7,2,0,8,7,5264.95
0,7,2,0,3,7,3158.97
0,7,2,0,5,7,5264.95
0,7,2,0,9,7,2105.98
0,7,2,0,6,7,2632.48
0,7,2,0,4,7,2632.48
0,7,2,0,1,7,1579.49
0,8,1,0,8,17385.7
0,8,2,0,6,8,2980.4
0,8,2,0,3,8,2980.4
0,8,2,0,4,8,2980.4
0,8,2,0,2,8,3477.14
0,8,2,0,5,8,3973.87
0,8,2,0,9,8,1986.94
0,8,2,0,1,8,1986.94
0,8,2,0,7,8,2483.67
6,0,1,6,0,25567.8
6,0,2,6,2,0,3246.7
6,0,2,6,8,0,2029.19
6,0,2,6,3,0,405.837
6,0,2,6,9,0,1623.35
3,0,1,3,0,24625.8
3,0,2,3,2,0,2308.67
3,0,2,3,8,0,1154.34
3,0,2,3,9,0,1539.11
3,0,2,3,7,0,1154.34
3,0,2,3,5,0,384.779
9,0,1,9,0,21422.8
9,0,2,9,7,0,3825.49
9,0,2,9,2,0,2295.3
9,0,2,9,8,0,1912.75
9,0,2,9,5,0,382.549
9,0,2,9,6,0,765.099
9,0,2,9,4,0,382.549
2,0,1,2,0,17765.3
2,0,2,2,8,0,2391.48
2,0,2,2,7,0,2391.48
2,0,2,2,5,0,3074.76
2,0,2,2,4,0,1366.56
2,0,2,2,6,0,341.641
2,0,2,2,9,0,341.641
8,0,1,8,0,19759
8,0,2,8,7,0,2344.29
8,0,2,8,3,0,1674.49
8,0,2,8,6,0,669.797
8,0,2,8,4,0,1339.59
8,0,2,8,2,0,1004.7
8,0,2,8,5,0,334.899
7,0,1,7,0,17405.3
7,0,2,7,5,0,535.548
7,0,2,7,4,0,1338.87
7,0,2,7,3,0,1071.1
7,0,2,7,1,0,803.321
7,0,2,7,9,0,267.774
7,0,3,7,3,6,0,267.774
7,6,1,7,6,12355.5
7,6,2,7,2,6,4118.49
7,6,2,7,3,6,2059.24
7,6,2,7,8,6,2316.65
0,4,1,0,4,25105.9
0,4,2,0,2,4,7382.16
0,4,2,0,8,4,4613.85
0,4,2,0,9,4,9227.71
0,4,2,0,7,4,7382.16
0,4,2,0,6,4,4613.85
0,4,2,0,3,4,7382.16
0,4,2,0,1,4,3319.65
0,4,2,0,5,4,2768.31
7,9,1,7,9,12616.1
7,9,2,7,2,9,2380.39
7,9,2,7,8,9,2618.43
7,9,2,7,3,9,952.156
7,9,2,7,5,9,714.117
5,4,1,5,4,12224.6
5,4,2,5,8,4,2716.58
5,4,2,5,7,4,388.083
5,4,2,5,2,4,388.083
5,6,1,5,6,10586.3
5,6,2,5,9,6,1192.83
5,6,2,5,2,6,298.207
4,1,1,4,1,7827.11
4,1,2,4,9,1,898.193
4,1,2,4,3,1,256.627
4,1,2,4,8,1,256.627
4,1,2,4,2,1,256.627
4,1,2,4,5,1,898.193
1,2,1,1,2,9799.41
1,4,1,1,4,9427.36
1,3,1,1,3,8376.33
1,3,2,1,8,3,214.778
1,3,2,1,7,3,107.389
3,1,1,3,1,7000.23
3,1,2,3,2,1,608.716
3,1,2,3,9,1,608.716
5,1,1,5,1,7982.69
6,1,1,6,1,6747.61
6,1,2,6,9,1,562.301
6,1,2,6,2,1,281.15
0,3,1,0,3,21268.5
0,3,2,0,9,3,7167.28
0,3,2,0,5,3,10352.7
0,3,2,0,2,3,6370.92
0,3,2,0,7,3,566.698
0,3,2,0,1,3,0
0,3,2,0,6,3,6370.92
0,3,2,0,8,3,2386.94
0,3,2,0,4,3,0
1,6,1,1,6,7062.36
6,7,1,6,7,6984.04
9,8,1,9,8,6691.52
9,8,2,9,6,8,83.644
1,9,1,1,9,6527.14
4,2,1,4,2,5845.79
4,2,2,4,3,2,394.986
4,2,2,4,8,2,157.994
1,5,1,1,5,6170.32
4,5,1,4,5,6096.35
8,1,1,8,1,4499.7
8,1,2,8,2,1,899.939
8,1,2,8,9,1,599.959
8,1,2,8,5,1,74.9949
1,8,1,1,8,5709.07
2,1,1,2,1,5421.69
2,1,2,2,9,1,137.258
4,0,1,4,0,33274.6
4,0,2,4,7,0,3869.14
4,0,2,4,8,0,3869.14
4,0,2,4,2,0,6190.63
4,0,2,4,3,0,7738.28
4,0,2,4,6,0,3869.14
4,0,2,4,9,0,3095.31
4,0,2,4,5,0,773.828
2,3,1,2,3,5086.82
1,7,1,1,7,4693.01
5,9,1,5,9,4329.67
7,4,1,7,4,4253.52
6,4,1,6,4,4216.53
4,3,1,4,3,4162.14
6,3,1,6,3,4107.74
5,3,1,5,3,3128.92
5,3,2,5,8,3,645.649
5,3,2,5,7,3,248.327
4,6,1,4,6,4012.01
8,3,1,8,3,3959.8
1,0,1,1,0,36824
1,0,2,1,7,0,3540.77
1,0,2,1,9,0,4248.92
1,0,2,1,8,0,4248.92
1,0,2,1,2,0,708.154
1,0,2,1,6,0,4957.08
1,0,2,1,3,0,1416.31
1,0,2,1,5,0,1416.31
9,1,1,9,1,3918.46
6,5,1,6,5,3885.82
4,9,1,4,9,3796.62
4,7,1,4,7,3777.04
8,9,1,8,9,3740.05
4,8,1,4,8,3737.87
3,4,1,3,4,3605.16
6,9,1,6,9,3141.73
3,6,1,3,6,3135.2
8,4,1,8,4,2854.53
0,2,1,0,2,16436.5
0,2,2,0,5,2,6452.2
0,2,2,0,9,2,4516.54
0,2,2,0,6,2,1213.37
0,2,2,0,7,2,0
0,2,2,0,1,2,0
0,2,2,0,8,2,0
0,2,2,0,4,2,0
0,2,2,0,3,2,0
7,1,1,7,1,2392.75
7,1,2,7,2,1,211.125
7,1,2,7,5,1,105.562
7,1,2,7,3,1,105.562
