source,destination,length,path
0,1,1,0,1,41476.2
0,1,2,0,7,1,13097.7
0,1,2,0,8,1,6548.87
0,1,2,0,6,1,10914.8
0,1,2,0,5,1,4365.91
0,1,2,0,9,1,4365.91
0,1,2,0,2,1,6548.87
0,1,2,0,3,1,8731.82
0,1,2,0,4,1,10914.8
0,1,3,0,7,5,1,2182.96
0,1,3,0,6,9,1,2182.96
0,1,3,0,4,8,1,2182.96
0,6,1,0,6,19392.1
0,6,2,0,8,6,7756.84
0,6,2,0,5,6,1551.37
0,6,2,0,2,6,3878.42
0,6,2,0,4,6,1551.37
0,6,3,0,5,9,6,775.684
0,6,3,0,7,3,6,2327.05
0,6,2,0,3,6,775.684
0,6,2,0,7,6,775.684
0,6,2,0,1,6,775.684
0,6,2,0,9,6,775.684
0,7,1,0,7,18365.3
0,7,2,0,8,7,8417.43
0,7,2,0,5,7,3826.11
0,7,2,0,3,7,1530.44
0,7,2,0,2,7,3826.11
0,7,2,0,9,7,1530.44
0,7,2,0,6,7,1530.44
0,7,2,0,1,7,765.221
0,8,1,0,8,20937
0,8,2,0,7,8,3609.83
0,8,2,0,9,8,2165.9
0,8,2,0,6,8,2165.9
0,8,2,0,5,8,2165.9
0,8,2,0,2,8,4331.79
0,8,2,0,1,8,1443.93
0,8,2,0,3,8,721.965
6,0,1,6,0,24773.9
6,0,2,6,2,0,4128.98
6,0,2,6,8,0,1179.71
6,0,2,6,3,0,589.854
3,0,1,3,0,25166.1
3,0,2,3,7,0,1118.49
3,0,2,3,2,0,1118.49
3,0,2,3,9,0,1118.49
3,0,2,3,8,0,559.247
9,0,1,9,0,22796.3
9,0,2,9,2,0,2224.03
9,0,2,9,7,0,2224.03
9,0,2,9,8,0,556.006
9,0,2,9,5,0,1112.01
2,0,1,2,0,19365.4
2,0,2,2,8,0,2482.74
2,0,2,2,7,0,2482.74
2,0,2,2,6,0,496.549
2,0,2,2,4,0,993.097
8,0,1,8,0,19470
8,0,2,8,7,0,973.499
8,0,2,8,4,0,1460.25
8,0,2,8,9,0,486.75
8,0,2,8,5,0,1460.25
8,0,2,8,2,0,973.499
8,0,2,8,6,0,486.75
7,0,1,7,0,17124.3
7,0,2,7,5,0,778.378
7,0,2,7,4,0,1167.57
7,0,2,7,3,0,778.378
7,0,2,7,1,0,389.189
7,6,1,7,6,12720.1
7,6,2,7,2,6,2618.84
7,6,2,7,3,6,2618.84
7,6,2,7,8,6,748.239
7,6,2,7,4,6,748.239
0,4,1,0,4,34870.6
0,4,2,0,9,4,8047.06
0,4,2,0,2,4,5364.71
0,4,2,0,1,4,4023.53
0,4,2,0,7,4,4023.53
0,4,2,0,6,4,5364.71
0,4,2,0,3,4,5364.71
0,4,2,0,8,4,1341.18
0,4,2,0,5,4,1341.18
7,9,1,7,9,12455
7,9,2,7,2,9,3113.74
7,9,2,7,5,9,1037.91
7,9,2,7,8,9,1383.89
5,4,1,5,4,12127
5,4,2,5,8,4,2256.19
5,4,2,5,7,4,282.024
5,6,1,5,6,10185.4
5,6,2,5,9,6,1083.55
4,1,1,4,1,6527.28
4,1,2,4,9,1,932.468
4,1,2,4,8,1,1118.96
4,1,2,4,2,1,745.975
4,1,2,4,5,1,186.494
4,1,2,4,7,1,186.494
1,2,1,1,2,9143.46
1,4,1,1,4,8796.32
1,3,1,1,3,8116.24
3,1,1,3,1,6487.96
3,1,2,3,8,1,147.454
3,1,2,3,2,1,294.907
3,1,2,3,5,1,442.361
3,1,2,3,9,1,294.907
5,1,1,5,1,7448.35
6,1,1,6,1,5448.41
6,1,2,6,2,1,544.841
6,1,2,6,9,1,953.472
6,1,2,6,8,1,136.21
0,3,1,0,3,28936.4
0,3,2,0,7,3,2314.91
0,3,2,0,5,3,10417.1
0,3,2,0,9,3,9259.64
0,3,2,0,8,3,1157.46
0,3,2,0,1,3,2314.91
0,3,2,0,6,3,3472.37
0,3,2,0,2,3,1157.46
0,3,3,0,5,8,3,1157.46
1,6,1,1,6,6589.62
6,7,1,6,7,6516.54
9,8,1,9,8,6321.65
1,9,1,1,9,6090.23
4,2,1,4,2,5970.45
1,5,1,1,5,5757.29
4,5,1,4,5,5688.27
8,1,1,8,1,5013.97
8,1,2,8,5,1,435.998
8,1,2,8,2,1,217.999
1,8,1,1,8,5326.92
2,1,1,2,1,5186.84
4,0,1,4,0,31491.6
4,0,2,4,7,0,4498.8
4,0,2,4,8,0,3374.1
4,0,2,4,2,0,2249.4
4,0,2,4,3,0,6748.2
4,0,2,4,6,0,4498.8
4,0,2,4,9,0,4498.8
4,0,2,4,5,0,1124.7
2,3,1,2,3,4746.32
1,7,1,1,7,4378.87
5,9,1,5,9,4039.85
7,4,1,7,4,3968.8
6,4,1,6,4,3934.29
4,3,1,4,3,3883.53
6,3,1,6,3,3832.78
5,3,1,5,3,3031.76
5,3,2,5,8,3,360.924
5,3,2,5,7,3,360.924
4,6,1,4,6,3743.46
8,3,1,8,3,3694.74
1,0,1,1,0,34994.4
1,0,2,1,7,0,4116.99
1,0,2,1,9,0,3087.74
1,0,2,1,8,0,4116.99
1,0,2,1,2,0,1029.25
1,0,2,1,3,0,1029.25
1,0,2,1,6,0,4116.99
1,0,2,1,5,0,1029.25
9,1,1,9,1,3656.17
6,5,1,6,5,3625.71
4,9,1,4,9,3542.48
4,7,1,4,7,3524.21
8,9,1,8,9,3489.7
4,8,1,4,8,3487.67
3,4,1,3,4,3363.83
6,9,1,6,9,2931.43
3,6,1,3,6,2925.34
8,4,1,8,4,2663.46
0,2,1,0,2,24382.2
0,2,2,0,6,2,2813.33
0,2,2,0,5,2,7502.22
0,2,2,0,7,2,1875.56
0,2,2,0,9,2,5626.67
0,2,2,0,1,2,1875.56
0,2,2,0,8,2,937.778
0,2,2,0,4,2,937.778
0,2,2,0,3,2,2813.33
7,1,1,7,1,2250.26
7,1,2,7,5,1,102.285
7,1,2,7,8,1,306.854
6,8,1,6,8,2533.53
8,6,1,8,6,2399
8,6,2,8,2,6,95.9601
8,2,1,8,2,2438.12
3,9,1,3,9,2354.89
9,4,1,9,4,2247.29
3,5,1,3,5,2231.05
5,8,1,5,8,2166.09
3,2,1,3,2,2107.22
3,8,1,3,8,1985.41
0,5,1,0,5,21723.8
0,5,2,0,9,5,5213.7
0,5,2,0,7,5,3475.8
0,5,2,0,2,5,1737.9
0,5,2,0,6,5,4344.75
0,5,2,0,1,5,2606.85
0,5,2,0,3,5,1737.9
0,5,2,0,8,5,1737.9
0,5,2,0,4,5,2606.85
2,4,1,2,4,1902.18
9,3,1,9,3,1708.27
9,3,2,9,6,3,181.731
6,2,1,6,2,1780.38
5,2,1,5,2,1593.49
5,2,2,5,8,2,97.5607
8,5,1,8,5,1626.09
5,7,1,5,7,1622.03
9,6,1,9,6,1526.62
9,5,1,9,5,1423.08
7,3,1,7,3,1419.02
8,7,1,8,7,1226.24
8,7,2,8,2,7,136.249
8,7,2,8,3,7,54.4997
0,9,1,0,9,18129.2
0,9,2,0,8,9,4944.33
0,9,2,0,3,9,4944.33
0,9,2,0,6,9,3296.22
0,9,2,0,1,9,2472.16
0,9,2,0,4,9,2472.16
0,9,3,0,7,2,9,1648.11
0,9,2,0,2,9,3296.22
0,9,2,0,7,9,824.054
0,9,3,0,7,8,9,824.054
3,7,1,3,7,1339.85
9,7,1,9,7,1295.19
2,6,1,2,6,1179.47
9,2,1,9,2,1002.86
7,5,1,7,5,990.677
2,8,1,2,8,982.556
7,8,1,7,8,874.962
2,9,1,2,9,617.143
2,5,1,2,5,586.692
7,2,1,7,2,292.331
5,0,1,5,0,29778.6
5,0,2,5,7,0,1567.3
5,0,2,5,2,0,3134.59
5,0,2,5,8,0,2350.94
5,0,2,5,3,0,783.648
5,0,2,5,9,0,3134.59
2,7,1,2,7,255.789
