source,destination,length,path
0,1,1,0,1,37848.2
0,1,2,0,7,1,14557
0,1,2,0,8,1,11645.6
0,1,2,0,6,1,11645.6
0,1,2,0,2,1,8734.2
0,1,2,0,4,1,8734.2
0,1,2,0,3,1,8734.2
0,1,3,0,4,9,1,2911.4
0,6,1,0,6,18621.5
0,6,2,0,8,6,6207.16
0,6,2,0,3,6,3103.58
0,6,2,0,4,6,2069.05
0,6,2,0,7,6,2069.05
0,6,2,0,5,6,2069.05
0,6,3,0,5,9,6,1034.53
0,6,2,0,1,6,1034.53
0,6,2,0,9,6,1034.53
0,7,1,0,7,17349.7
0,7,2,0,8,7,5102.86
0,7,2,0,2,7,1020.57
0,7,2,0,4,7,3061.72
0,7,2,0,5,7,5102.86
0,7,2,0,3,7,2041.15
0,7,2,0,6,7,1020.57
0,7,2,0,1,7,1020.57
0,7,2,0,9,7,1020.57
0,8,1,0,8,19257.6
0,8,2,0,5,8,3851.53
0,8,2,0,2,8,962.882
0,8,2,0,1,8,1925.76
0,8,2,0,7,8,2888.65
0,8,2,0,3,8,2888.65
0,8,2,0,6,8,962.882
0,8,2,0,4,8,962.882
0,8,2,0,9,8,962.882
6,0,1,6,0,25960.6
6,0,2,6,3,0,1573.37
6,0,2,6,2,0,786.686
3,0,1,3,0,20884.2
3,0,2,3,2,0,2983.46
3,0,2,3,9,0,1491.73
3,0,2,3,7,0,1491.73
9,0,1,9,0,22246.3
9,0,2,9,7,0,2224.63
9,0,2,9,8,0,741.544
9,0,2,9,6,0,741.544
9,0,2,9,2,0,741.544
2,0,1,2,0,20529.6
2,0,2,2,8,0,2648.98
2,0,2,2,7,0,662.245
8,0,1,8,0,19475.3
8,0,2,8,7,0,1298.35
8,0,2,8,5,0,1298.35
8,0,2,8,4,0,649.176
8,0,2,8,2,0,649.176
7,0,1,7,0,17648
7,0,2,7,3,0,519.06
7,0,2,7,4,0,519.06
7,6,1,7,6,10478.2
7,6,2,7,2,6,4490.66
7,6,2,7,3,6,1496.89
7,6,2,7,8,6,1496.89
0,4,1,0,4,28619.6
0,4,2,0,9,4,8943.61
0,4,2,0,3,4,5366.17
0,4,2,0,2,4,5366.17
0,4,2,0,5,4,1788.72
0,4,2,0,6,4,7154.89
0,4,2,0,7,4,3577.45
0,4,2,0,1,4,3577.45
7,9,1,7,9,11997
7,9,2,7,2,9,3229.95
7,9,2,7,8,9,922.842
7,9,2,7,3,9,461.421
5,4,1,5,4,10531.8
5,4,2,5,8,4,2256.81
5,4,2,5,7,4,752.27
5,6,1,5,6,9826.89
5,6,2,5,9,6,578.052
4,1,1,4,1,7461.78
4,1,2,4,9,1,497.452
4,1,2,4,5,1,994.904
1,2,1,1,2,8442.41
1,4,1,1,4,8121.89
1,3,1,1,3,7493.95
3,1,1,3,1,6096.41
3,1,2,3,9,1,589.976
3,1,2,3,5,1,393.317
5,1,1,5,1,6877.27
6,1,1,6,1,5449.89
6,1,2,6,9,1,908.316
6,1,2,6,5,1,181.663
0,3,1,0,3,23155.4
0,3,2,0,5,3,9262.16
0,3,2,0,7,3,3087.39
0,3,2,0,9,3,7718.47
0,3,2,0,2,3,7718.47
0,3,2,0,6,3,1543.69
0,3,2,0,8,3,1543.69
0,3,2,0,1,3,1543.69
1,6,1,1,6,6084.39
6,7,1,6,7,6016.91
9,8,1,9,8,5836.96
1,9,1,1,9,5623.28
4,2,1,4,2,5512.69
1,5,1,1,5,5315.87
4,5,1,4,5,5252.14
8,1,1,8,1,3052.81
8,1,2,8,9,1,581.489
8,1,2,8,5,1,1599.09
1,8,1,1,8,4918.49
2,1,1,2,1,4124
2,1,2,2,9,1,266.064
2,1,2,2,5,1,399.096
4,0,1,4,0,31500.2
4,0,2,4,7,0,3000.02
4,0,2,4,8,0,4500.03
4,0,2,4,2,0,3000.02
4,0,2,4,3,0,6000.04
4,0,2,4,6,0,4500.03
4,0,2,4,9,0,1500.01
2,3,1,2,3,3652.01
2,3,2,2,8,3,486.934
