source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
0,1,0,2.00257,52,0.0385109,1,1,1,1
0,2,1,0.693196,18,0.0385109,1,2,2,1
0,3,2,1.23235,32,0.0385109,2,3.5,3,2
0,4,3,2.4647,64,0.0385109,1,3,3,1
0,5,4,1.54044,40,0.0385109,1,2,2,1
0,6,5,1.30937,34,0.0385109,1,2,2,1
0,7,6,0.539153,14,0.0385109,2,3,3,1
0,8,7,0.616175,16,0.0385109,1,3,3,1
0,9,8,1.92555,50,0.0385109,1,3,3,1
0,10,9,1.54044,40,0.0385109,1,3,3,1
0,11,10,2.00257,52,0.0385109,1,2,2,1
0,12,11,0.84724,22,0.0385109,1,1,1,1
0,13,12,0.924262,24,0.0385109,1,1,1,1
1,2,13,1.00128,26,0.0385109,2,2.5,2,2
1,3,14,1.7715,46,0.0385109,1,2,2,1
1,4,15,3.62003,94,0.0385109,1,2,2,1
1,5,16,2.23363,58,0.0385109,1,2,2,1
1,6,17,1.84852,48,0.0385109,1,3,3,1
1,7,18,0.770218,20,0.0385109,1,3,3,1
1,8,19,0.84724,22,0.0385109,2,3.5,3,1
1,9,20,2.84981,74,0.0385109,2,3.5,3,2
1,10,21,2.15661,56,0.0385109,1,3,3,1
1,11,22,2.92683,76,0.0385109,1,1,1,1
1,12,23,1.15533,30,0.0385109,1,2,2,1
1,13,24,1.23235,32,0.0385109,1,1,1,1
2,3,25,0.84724,22,0.0385109,1,2,2,1
2,4,26,1.69448,44,0.0385109,1,2,2,1
2,5,27,1.15533,30,0.0385109,1,2,2,1
2,6,28,0.924262,24,0.0385109,1,2,2,1
2,7,29,0.462131,12,0.0385109,1,1,1,1
2,8,30,0.385109,10,0.0385109,1,3,3,1
2,9,31,1.30937,34,0.0385109,2,3,3,2
2,10,32,1.00128,26,0.0385109,1,3,3,1
2,11,33,1.54044,40,0.0385109,1,1,1,1
2,12,34,0.616175,16,0.0385109,1,1,1,1
2,13,35,0.539153,14,0.0385109,2,3,3,1
3,4,36,4.69833,122,0.0385109,1,2,2,1
3,5,37,2.84981,74,0.0385109,3,3.33333,3,2
3,6,38,2.69576,70,0.0385109,2,2,2,1
3,7,39,0.84724,22,0.0385109,2,4,3,1
3,8,40,2.31065,60,0.0385109,1,1,1,1
3,9,41,6.46983,168,0.0385109,1,1,1,1
3,10,42,7.47112,194,0.0385109,1,2,2,1
3,11,43,3.00385,78,0.0385109,1,1,1,1
3,12,44,0.924262,24,0.0385109,3,3,3,3
3,13,45,1.00128,26,0.0385109,1,3,3,1
4,5,46,5.69961,148,0.0385109,2,3,2,2
4,6,47,4.85237,126,0.0385109,2,3,3,2
4,7,48,1.69448,44,0.0385109,1,3,3,1
4,8,49,2.07959,54,0.0385109,1,2,2,1
4,9,50,7.00899,182,0.0385109,2,2.5,2,2
4,10,51,5.54557,144,0.0385109,1,1,1,1
4,11,52,6.62388,172,0.0385109,1,1,1,1
4,12,53,1.7715,46,0.0385109,1,3,3,1
4,13,54,2.00257,52,0.0385109,2,3.5,3,2
5,6,55,3.92811,102,0.0385109,3,3.33333,3,1
5,7,56,1.30937,34,0.0385109,1,1,1,1
5,8,57,1.30937,34,0.0385109,1,2,2,1
5,9,58,4.39024,114,0.0385109,1,2,2,1
5,10,59,3.38896,88,0.0385109,1,1,1,1
5,11,60,3.92811,102,0.0385109,1,3,3,1
5,12,61,1.15533,30,0.0385109,1,3,3,1
5,13,62,1.30937,34,0.0385109,1,1,1,1
6,7,63,1.00128,26,0.0385109,1,3,3,1
6,8,64,1.23235,32,0.0385109,1,1,1,1
6,9,65,4.2362,110,0.0385109,1,1,1,1
6,10,66,3.31194,86,0.0385109,2,2,2,2
6,11,67,3.23492,84,0.0385109,1,3,3,1
6,12,68,1.00128,26,0.0385109,1,1,1,1
6,13,69,1.07831,28,0.0385109,1,3,3,1
7,8,70,0.385109,10,0.0385109,2,3.5,3,1
7,9,71,1.30937,34,0.0385109,3,3.66667,3,2
7,10,72,1.00128,26,0.0385109,1,2,2,1
7,11,73,1.46341,38,0.0385109,1,2,2,1
7,12,74,0.462131,12,0.0385109,1,2,2,1
7,13,75,0.462131,12,0.0385109,1,2,2,1
8,9,76,6.46983,168,0.0385109,2,2,2,2
8,10,77,9.08858,236,0.0385109,1,1,1,1
8,11,78,1.38639,36,0.0385109,1,2,2,1
8,12,79,0.462131,12,0.0385109,1,2,2,1
8,13,80,0.462131,12,0.0385109,2,3.5,3,1
9,10,81,12.4775,324,0.0385109,1,1,1,1
9,11,82,4.69833,122,0.0385109,1,2,2,1
9,12,83,1.38639,36,0.0385109,1,2,2,1
9,13,84,1.61746,42,0.0385109,2,3.5,3,1
10,11,85,3.62003,94,0.0385109,3,3.33333,2,1
10,12,86,1.07831,28,0.0385109,3,3.33333,3,1
10,13,87,1.23235,32,0.0385109,1,2,2,1
11,12,88,1.54044,40,0.0385109,1,2,2,1
11,13,89,1.61746,42,0.0385109,1,2,2,1
12,13,90,0.616175,16,0.0385109,1,2,2,1
