source,destination,demand_id,allowed_rate,demand_rate,lambda,number_of_paths,average_length,shortest_path_length,number_of_reused_paths,
0,1,0,1.92355,52,0.0369914,1,1,1,1
0,2,1,0.665845,18,0.0369914,1,2,2,1
0,3,2,1.18372,32,0.0369914,2,3.5,3,1
0,4,3,2.36745,64,0.0369914,2,3.5,3,1
0,5,4,1.47965,40,0.0369914,1,2,2,1
0,6,5,1.25771,34,0.0369914,1,2,2,1
0,7,6,0.517879,14,0.0369914,2,3,3,1
0,8,7,0.591862,16,0.0369914,1,3,3,1
0,9,8,1.84957,50,0.0369914,1,3,3,1
0,10,9,1.47965,40,0.0369914,1,3,3,1
0,11,10,1.92355,52,0.0369914,1,2,2,1
0,12,11,0.81381,22,0.0369914,1,1,1,1
0,13,12,0.887793,24,0.0369914,1,1,1,1
1,2,13,0.961776,26,0.0369914,2,2.5,2,2
1,3,14,1.7016,46,0.0369914,1,2,2,1
1,4,15,3.47719,94,0.0369914,1,2,2,1
1,5,16,2.1455,58,0.0369914,1,2,2,1
1,6,17,1.77559,48,0.0369914,1,3,3,1
1,7,18,0.739827,20,0.0369914,1,3,3,1
1,8,19,0.81381,22,0.0369914,2,3.5,3,1
1,9,20,2.73736,74,0.0369914,2,3.5,3,2
1,10,21,2.07152,56,0.0369914,1,3,3,1
1,11,22,2.81134,76,0.0369914,1,1,1,1
1,12,23,1.10974,30,0.0369914,1,2,2,1
1,13,24,1.18372,32,0.0369914,1,1,1,1
2,3,25,0.81381,22,0.0369914,1,2,2,1
2,4,26,1.62762,44,0.0369914,1,2,2,1
2,5,27,1.10974,30,0.0369914,1,2,2,1
2,6,28,0.887793,24,0.0369914,1,2,2,1
2,7,29,0.443896,12,0.0369914,1,1,1,1
2,8,30,0.369914,10,0.0369914,2,3,3,2
2,9,31,1.25771,34,0.0369914,2,3,3,2
2,10,32,0.961776,26,0.0369914,1,3,3,1
2,11,33,1.47965,40,0.0369914,1,1,1,1
2,12,34,0.591862,16,0.0369914,1,1,1,1
2,13,35,0.517879,14,0.0369914,2,3,3,1
3,4,36,4.51295,122,0.0369914,1,2,2,1
3,5,37,2.73736,74,0.0369914,3,3.33333,3,2
3,6,38,2.5894,70,0.0369914,2,2,2,1
3,7,39,0.81381,22,0.0369914,1,3,3,1
3,8,40,2.21948,60,0.0369914,1,1,1,1
3,9,41,6.21455,168,0.0369914,1,1,1,1
3,10,42,7.17633,194,0.0369914,2,2,2,2
3,11,43,2.88533,78,0.0369914,1,1,1,1
3,12,44,0.887793,24,0.0369914,3,3,3,1
3,13,45,0.961776,26,0.0369914,1,3,3,1
4,5,46,5.47472,148,0.0369914,2,3,2,2
4,6,47,4.66091,126,0.0369914,2,3,3,2
4,7,48,1.62762,44,0.0369914,1,3,3,1
4,8,49,1.99753,54,0.0369914,2,2.5,2,1
4,9,50,6.73243,182,0.0369914,2,2.5,2,1
4,10,51,5.32676,144,0.0369914,1,1,1,1
4,11,52,6.36252,172,0.0369914,1,1,1,1
4,12,53,1.7016,46,0.0369914,1,3,3,1
4,13,54,1.92355,52,0.0369914,2,3.5,3,1
5,6,55,3.77312,102,0.0369914,3,3.33333,3,1
5,7,56,1.25771,34,0.0369914,1,1,1,1
5,8,57,1.25771,34,0.0369914,1,2,2,1
5,9,58,4.21702,114,0.0369914,1,2,2,1
5,10,59,3.25524,88,0.0369914,1,1,1,1
5,11,60,3.77312,102,0.0369914,1,3,3,1
5,12,61,1.10974,30,0.0369914,2,3,3,1
5,13,62,1.25771,34,0.0369914,1,1,1,1
6,7,63,0.961776,26,0.0369914,1,3,3,1
6,8,64,1.18372,32,0.0369914,1,1,1,1
6,9,65,4.06905,110,0.0369914,1,1,1,1
6,10,66,3.18126,86,0.0369914,2,2,2,2
6,11,67,3.10727,84,0.0369914,1,3,3,1
6,12,68,0.961776,26,0.0369914,1,1,1,1
6,13,69,1.03576,28,0.0369914,1,3,3,1
7,8,70,0.369914,10,0.0369914,2,3.5,3,1
7,9,71,1.25771,34,0.0369914,2,3.5,3,1
7,10,72,0.961776,26,0.0369914,1,2,2,1
7,11,73,1.40567,38,0.0369914,1,2,2,1
7,12,74,0.443896,12,0.0369914,1,2,2,1
7,13,75,0.443896,12,0.0369914,1,2,2,1
8,9,76,6.21455,168,0.0369914,2,2,2,2
8,10,77,8.72996,236,0.0369914,1,1,1,1
8,11,78,1.33169,36,0.0369914,1,2,2,1
8,12,79,0.443896,12,0.0369914,1,2,2,1
8,13,80,0.443896,12,0.0369914,2,3.5,3,2
9,10,81,11.9852,324,0.0369914,1,1,1,1
9,11,82,4.51295,122,0.0369914,1,2,2,1
9,12,83,1.33169,36,0.0369914,1,2,2,1
9,13,84,1.55364,42,0.0369914,2,3.5,3,1
10,11,85,3.47719,94,0.0369914,2,3,2,2
10,12,86,1.03576,28,0.0369914,3,3.33333,3,1
10,13,87,1.18372,32,0.0369914,1,2,2,1
11,12,88,1.47965,40,0.0369914,1,2,2,1
11,13,89,1.55364,42,0.0369914,1,2,2,1
12,13,90,0.591862,16,0.0369914,1,2,2,1
