switch_id,used_rules,usage
34,211,0.710438
33,218,0.734007
32,449,1.51178
31,169,0.569024
30,250,0.841751
29,227,0.76431
28,500,1.6835
27,214,0.720539
26,221,0.744108
25,296,0.996633
24,256,0.861953
23,240,0.808081
22,321,1.08081
21,236,0.794613
20,126,0.424242
19,161,0.542088
18,183,0.616162
17,420,1.41414
16,233,0.784512
15,241,0.811448
14,315,1.06061
13,192,0.646465
12,151,0.508418
11,244,0.821549
10,100,0.3367
9,305,1.02694
8,300,1.0101
7,192,0.646465
6,378,1.27273
5,117,0.393939
4,226,0.760943
3,363,1.22222
2,278,0.936027
1,302,1.01684
0,158,0.531987
