switch_id,used_rules,usage
34,100,0.3367
33,70,0.23569
32,180,0.606061
31,79,0.265993
30,80,0.26936
29,82,0.276094
28,190,0.639731
27,75,0.252525
26,102,0.343434
25,117,0.393939
24,73,0.245791
23,92,0.309764
22,77,0.259259
21,151,0.508418
20,58,0.195286
19,52,0.175084
18,56,0.188552
17,188,0.632997
16,127,0.427609
15,79,0.265993
14,112,0.377104
13,57,0.191919
12,53,0.178451
11,74,0.249158
10,53,0.178451
9,129,0.434343
8,83,0.279461
7,76,0.255892
6,150,0.505051
5,51,0.171717
4,69,0.232323
3,104,0.350168
2,74,0.249158
1,132,0.444444
0,60,0.20202
