switch_id,used_rules,usage
34,407,1.37037
33,341,1.14815
32,907,3.05387
31,279,0.939394
30,557,1.87542
29,521,1.75421
28,1066,3.58923
27,500,1.6835
26,452,1.52189
25,617,2.07744
24,635,2.13805
23,551,1.85522
22,774,2.60606
21,333,1.12121
20,298,1.00337
19,326,1.09764
18,418,1.40741
17,854,2.87542
16,341,1.14815
15,543,1.82828
14,746,2.51178
13,487,1.63973
12,344,1.15825
11,576,1.93939
10,235,0.791246
9,705,2.37374
8,662,2.22896
7,428,1.44108
6,779,2.6229
5,214,0.720539
4,559,1.88215
3,784,2.63973
2,580,1.95286
1,552,1.85859
0,356,1.19865
