switch_id,used_rules,usage
34,208,0.700337
33,205,0.690236
32,415,1.39731
31,166,0.558923
30,228,0.767677
29,201,0.676768
28,462,1.55556
27,212,0.713805
26,208,0.700337
25,285,0.959596
24,233,0.784512
23,227,0.76431
22,285,0.959596
21,229,0.771044
20,118,0.397306
19,152,0.511785
18,175,0.589226
17,400,1.3468
16,230,0.774411
15,236,0.794613
14,296,0.996633
13,172,0.579125
12,151,0.508418
11,241,0.811448
10,100,0.3367
9,294,0.989899
8,271,0.912458
7,187,0.62963
6,348,1.17172
5,114,0.383838
4,202,0.680135
3,350,1.17845
2,258,0.868687
1,284,0.956229
0,143,0.481481
