switch_id,used_rules,usage
34,121,0.407407
33,93,0.313131
32,209,0.703704
31,94,0.316498
30,100,0.3367
29,103,0.346801
28,222,0.747475
27,89,0.299663
26,129,0.434343
25,139,0.468013
24,93,0.313131
23,111,0.373737
22,94,0.316498
21,169,0.569024
20,69,0.232323
19,57,0.191919
18,66,0.222222
17,219,0.737374
16,155,0.521886
15,94,0.316498
14,136,0.457912
13,74,0.249158
12,69,0.232323
11,99,0.333333
10,59,0.198653
9,154,0.518519
8,109,0.367003
7,85,0.286195
6,175,0.589226
5,57,0.191919
4,81,0.272727
3,137,0.461279
2,103,0.346801
1,151,0.508418
0,79,0.265993
