switch_id,used_rules,usage
34,137,0.461279
33,104,0.350168
32,229,0.771044
31,98,0.329966
30,116,0.390572
29,112,0.377104
28,239,0.804714
27,96,0.323232
26,140,0.47138
25,146,0.491582
24,105,0.353535
23,115,0.387205
22,97,0.326599
21,179,0.602694
20,77,0.259259
19,61,0.205387
18,70,0.23569
17,232,0.781145
16,169,0.569024
15,102,0.343434
14,143,0.481481
13,77,0.259259
12,81,0.272727
11,107,0.360269
10,61,0.205387
9,166,0.558923
8,119,0.400673
7,94,0.316498
6,191,0.643098
5,59,0.198653
4,84,0.282828
3,148,0.498316
2,119,0.400673
1,166,0.558923
0,87,0.292929
