switch_id,used_rules,usage
34,1358,4.57239
33,776,2.61279
32,1911,6.43434
31,447,1.50505
30,1402,4.72054
29,1582,5.3266
28,2205,7.42424
27,953,3.20875
26,1002,3.37374
25,1151,3.87542
24,1228,4.13468
23,917,3.08754
22,1376,4.633
21,960,3.23232
20,787,2.64983
19,561,1.88889
18,852,2.86869
17,1503,5.06061
16,719,2.42088
15,933,3.14141
14,1358,4.57239
13,693,2.33333
12,683,2.29966
11,1036,3.48822
10,393,1.32323
9,1457,4.90572
8,1166,3.92593
7,672,2.26263
6,1714,5.77104
5,581,1.95623
4,1303,4.38721
3,1309,4.40741
2,1062,3.57576
1,1299,4.37374
0,611,2.05724
