switch_id,used_rules,usage
34,106,0.356902
33,73,0.245791
32,188,0.632997
31,79,0.265993
30,85,0.286195
29,88,0.296296
28,192,0.646465
27,77,0.259259
26,109,0.367003
25,117,0.393939
24,78,0.262626
23,94,0.316498
22,79,0.265993
21,150,0.505051
20,63,0.212121
19,53,0.178451
18,57,0.191919
17,187,0.62963
16,131,0.441077
15,78,0.262626
14,113,0.380471
13,60,0.20202
12,56,0.188552
11,77,0.259259
10,54,0.181818
9,133,0.447811
8,86,0.289562
7,76,0.255892
6,155,0.521886
5,51,0.171717
4,71,0.239057
3,106,0.356902
2,79,0.265993
1,133,0.447811
0,65,0.218855
