switch_id,used_rules,usage
34,312,1.05051
33,311,1.04714
32,692,2.32997
31,228,0.767677
30,381,1.28283
29,330,1.11111
28,807,2.71717
27,369,1.24242
26,324,1.09091
25,455,1.53199
24,430,1.44781
23,367,1.23569
22,564,1.89899
21,301,1.01347
20,192,0.646465
19,260,0.875421
18,304,1.02357
17,633,2.13131
16,307,1.03367
15,382,1.2862
14,511,1.72054
13,341,1.14815
12,251,0.845118
11,388,1.3064
10,152,0.511785
9,469,1.57912
8,494,1.6633
7,305,1.02694
6,587,1.97643
5,173,0.582492
4,385,1.2963
3,572,1.92593
2,446,1.50168
1,431,1.45118
0,228,0.767677
