switch_id,used_rules,usage
34,243,0.818182
33,199,0.670034
32,519,1.74747
31,178,0.599327
30,292,0.983165
29,264,0.888889
28,565,1.90236
27,257,0.86532
26,277,0.93266
25,326,1.09764
24,326,1.09764
23,241,0.811448
22,366,1.23232
21,230,0.774411
20,165,0.555556
19,147,0.494949
18,213,0.717172
17,433,1.45791
16,244,0.821549
15,291,0.979798
14,347,1.16835
13,224,0.754209
12,148,0.498316
11,286,0.962963
10,122,0.410774
9,349,1.17508
8,319,1.07407
7,203,0.683502
6,425,1.43098
5,139,0.468013
4,279,0.939394
3,382,1.2862
2,258,0.868687
1,321,1.08081
0,182,0.612795
