switch_id,used_rules,usage
34,277,0.93266
33,273,0.919192
32,582,1.9596
31,195,0.656566
30,313,1.05387
29,287,0.96633
28,650,2.18855
27,282,0.949495
26,283,0.952862
25,377,1.26936
24,354,1.19192
23,289,0.973064
22,430,1.44781
21,268,0.902357
20,164,0.552189
19,214,0.720539
18,246,0.828283
17,529,1.78114
16,275,0.925926
15,313,1.05387
14,413,1.39057
13,249,0.838384
12,199,0.670034
11,313,1.05387
10,130,0.43771
9,383,1.28956
8,403,1.3569
7,248,0.835017
6,479,1.61279
5,147,0.494949
4,310,1.04377
3,454,1.52862
2,364,1.22559
1,360,1.21212
0,202,0.680135
