switch_id,used_rules,usage
34,150,0.505051
33,121,0.407407
32,267,0.89899
31,115,0.387205
30,144,0.484848
29,134,0.451178
28,294,0.989899
27,123,0.414141
26,156,0.525253
25,169,0.569024
24,152,0.511785
23,137,0.461279
22,150,0.505051
21,184,0.619529
20,84,0.282828
19,78,0.262626
18,99,0.333333
17,256,0.861953
16,184,0.619529
15,128,0.430976
14,170,0.572391
13,108,0.363636
12,98,0.329966
11,143,0.481481
10,68,0.228956
9,194,0.653199
8,160,0.538721
7,111,0.373737
6,231,0.777778
5,69,0.232323
4,119,0.400673
3,188,0.632997
2,143,0.481481
1,190,0.639731
0,103,0.346801
