source,destination,length,path
0,1,1,0,1,0.272727
0,1,2,0,2,1,0.181818
0,1,3,0,8,3,1,0.181818
0,1,2,0,7,1,0.272727
0,4,2,0,7,4,0.227273
0,4,2,0,2,4,0.272727
0,4,2,0,8,4,0.5
0,4,3,0,9,1,4,0.0909091
0,4,3,0,9,7,4,0.0454545
0,4,2,0,1,4,0.0454545
0,4,2,0,6,4,0.136364
0,4,4,0,9,3,5,4,0.0454545
0,5,2,0,9,5,0.409091
0,5,2,0,10,5,0.0909091
0,5,2,0,2,5,0.272727
0,5,3,0,6,3,5,0.181818
0,5,2,0,1,5,0.136364
0,5,2,0,7,5,0.0909091
0,5,3,0,9,3,5,0.0909091
0,5,3,0,10,1,5,0.0909091
0,7,1,0,7,0.256852
0,7,2,0,6,7,0.0909091
0,7,2,0,10,7,0.454545
0,7,2,0,1,7,0.393216
0,7,2,0,9,7,0.165943
0,7,2,0,2,7,0.0909091
0,7,3,0,1,3,7,0
1,2,1,1,2,0.363636
1,2,2,1,7,2,0.0454545
1,2,2,1,10,2,0.0454545
4,5,1,4,5,0.636364
4,5,2,4,3,5,0.0909091
4,5,2,4,1,5,0.0909091
4,5,2,4,7,5,0.0909091
4,6,1,4,6,0.636364
4,6,2,4,3,6,0.272727
3,4,1,3,4,0.454545
3,9,1,3,9,0.318182
3,9,2,3,6,9,0.0454545
3,9,2,3,1,9,0.0454545
3,9,2,3,5,9,0.0454545
0,10,1,0,10,0.211398
0,10,2,0,6,10,0.0909091
0,10,2,0,2,10,0.0295794
10,5,1,10,5,0.681818
10,5,2,10,2,5,0.227273
10,5,2,10,1,5,0.136364
10,5,2,10,7,5,0.0909091
10,5,2,10,3,5,0.136364
10,5,3,10,3,7,5,0.0454545
10,5,3,10,1,3,5,0.0454545
10,6,1,10,6,0.727273
10,6,2,10,7,6,0.181818
0,6,1,0,6,0.347761
6,8,1,6,8,0.818182
6,8,2,6,9,8,0.636364
6,8,2,6,3,8,0.0909091
6,8,2,6,4,8,0.272727
2,9,1,2,9,0.850639
2,9,2,2,1,9,0.409091
2,9,2,2,8,9,0.454545
2,9,2,2,5,9,0.318182
2,9,3,2,7,3,9,0.0909091
2,9,3,2,4,8,9,0.0454545
1,9,1,1,9,0.363636
1,9,2,1,3,9,0.181818
1,9,2,1,5,9,0.272727
1,9,2,1,7,9,0.0909091
3,8,1,3,8,0.454545
7,9,1,7,9,0.75555
7,9,2,7,5,9,0.181818
7,9,2,7,3,9,0.227273
7,9,2,7,1,9,0.0396249
7,9,3,7,4,8,9,0.0454545
7,9,3,7,3,6,9,0.0454545
2,3,2,2,10,3,0.0909091
2,3,2,2,1,3,0.136364
2,3,2,2,4,3,0.0909091
2,3,3,2,4,1,3,0.0454545
2,3,2,2,7,3,0.0909091
2,6,2,2,8,6,0.272727
2,6,2,2,7,6,0.454545
2,6,3,2,10,3,6,0.181818
2,6,2,2,4,6,0.0909091
2,6,3,2,4,7,6,0.0909091
2,6,2,2,10,6,0.126679
2,6,3,2,4,3,6,0.0454545
2,6,3,2,7,3,6,0.0454545
10,8,1,10,8,0.8875
10,8,2,10,0,8,0.165943
10,8,3,10,1,4,8,0.409091
10,8,3,10,2,4,8,0.0850794
10,8,2,10,3,8,0.303697
10,8,2,10,2,8,0.123366
6,7,1,6,7,0.636364
6,7,2,6,4,7,0.272727
6,7,2,6,10,7,0.0454545
6,7,2,6,9,7,0.0454545
6,7,2,6,3,7,0.363636
