source,destination,length,path
0,1,1,0,1,0.554
0,1,2,0,9,1,0.207
0,1,2,0,2,1,0.138
0,1,3,0,8,3,1,0.009
0,4,2,0,7,4,0.208
0,4,2,0,8,4,0.348
0,4,2,0,2,4,0.208
0,4,2,0,6,4,0.21
0,5,2,0,9,5,0.344
0,5,2,0,2,5,0.207
0,5,3,0,8,3,5,0.138
0,5,3,0,9,3,5,0.001
0,5,2,0,1,5,0.138
0,5,3,0,2,10,5,0.001
0,7,1,0,7,0.486
0,7,2,0,10,7,0.276
0,7,3,0,10,1,7,0.0
0,7,2,0,9,7,0.005
0,7,2,0,2,7,0.002
1,2,1,1,2,0.315
1,2,2,1,10,2,0.105
1,2,2,1,7,2,0.004
4,5,1,4,5,0.555
4,5,2,4,1,5,0.139
4,5,2,4,7,5,0.139
4,5,2,4,2,5,0.004
4,5,3,4,1,3,5,0.004
4,6,1,4,6,0.485
4,6,2,4,3,6,0.208
4,6,2,4,8,6,0.008
4,6,2,4,7,6,0.208
3,4,1,3,4,0.382
3,4,2,3,1,4,0.0
3,4,2,3,7,4,0.007
3,9,1,3,9,0.416
3,9,2,3,5,9,0.008
3,9,2,3,8,9,0.007
0,10,1,0,10,0.347
0,10,2,0,8,10,0.006
0,10,2,0,6,10,0.008
0,10,2,0,7,10,0.008
10,5,1,10,5,0.486
10,5,2,10,3,5,0.139
10,5,2,10,1,5,0.004
10,5,2,10,2,5,0.208
10,5,2,10,7,5,0.005
10,6,1,10,6,0.556
10,6,2,10,3,6,0.208
10,6,3,10,7,3,6,0.006
10,6,3,10,2,8,6,0.009
10,6,3,10,1,3,6,0.002
0,6,1,0,6,0.38
0,6,2,0,9,6,0.003
0,6,3,0,8,9,6,0.007
6,8,1,6,8,0.556
6,8,2,6,9,8,0.347
6,8,2,6,4,8,0.005
2,9,1,2,9,0.625
2,9,2,2,8,9,0.139
2,9,2,2,1,9,0.005
2,9,2,2,5,9,0.006
2,9,3,2,4,8,9,0.005
1,9,1,1,9,0.555
1,9,2,1,5,9,0.138
1,9,2,1,7,9,0.208
1,9,3,1,4,8,9,0.003
3,8,1,3,8,0.486
7,9,1,7,9,0.417
7,9,2,7,5,9,0.278
7,9,2,7,3,9,0.139
7,9,3,7,4,8,9,0.005
7,9,2,7,6,9,0.001
2,3,2,2,8,3,0.007
2,3,2,2,1,3,0.208
2,3,2,2,4,3,0.104
2,3,2,2,10,3,0.104
2,3,2,2,7,3,0.009
2,6,2,2,7,6,0.348
2,6,2,2,8,6,0.28
2,6,2,2,0,6,0.001
2,6,2,2,10,6,0.005
2,6,2,2,4,6,0.139
2,6,3,2,8,9,6,0.008
10,8,1,10,8,0.692
10,8,2,10,0,8,0.006
10,8,3,10,1,4,8,0.208
6,7,1,6,7,0.417
6,7,2,6,3,7,0.347
6,7,2,6,9,7,0.009
6,7,2,6,10,7,0.005
6,7,2,6,4,7,0.005
