source,destination,length,path
0,1,1,0,1,0.631579
0,1,2,0,9,1,0.105263
0,1,2,0,2,1,0.0526316
0,1,3,0,8,10,1,0.0526316
0,1,3,0,8,3,1,0.105263
0,1,2,0,10,1,0.0526316
0,4,2,0,7,4,0.210526
0,4,2,0,8,4,0.315789
0,4,2,0,2,4,0.263158
0,4,2,0,6,4,0.105263
0,4,3,0,9,1,4,0.0526316
0,4,3,0,10,1,4,0.0526316
0,5,2,0,9,5,0.368421
0,5,2,0,2,5,0.263158
0,5,3,0,8,3,5,0.157895
0,5,2,0,10,5,0.105263
0,5,3,0,7,3,5,0.0526316
0,5,3,0,10,2,5,0.0526316
0,7,1,0,7,0.473684
0,7,2,0,10,7,0.157895
0,7,2,0,9,7,0.105263
0,7,2,0,1,7,0.105263
0,7,2,0,6,7,0.0526316
0,7,3,0,8,3,7,0.0526316
0,7,3,0,2,10,7,0.0526316
1,2,1,1,2,0.342105
1,2,2,1,10,2,0.0789474
1,2,2,1,7,2,0.0789474
4,5,1,4,5,0.526316
4,5,2,4,1,5,0.157895
4,5,2,4,7,5,0.210526
4,5,2,4,2,5,0.0526316
4,5,2,4,3,5,0.0526316
4,6,1,4,6,0.526316
4,6,2,4,3,6,0.263158
4,6,2,4,8,6,0.157895
4,6,3,4,1,3,6,0.0526316
3,4,1,3,4,0.394737
3,4,2,3,1,4,0.105263
3,9,1,3,9,0.368421
3,9,2,3,8,9,0.0526316
3,9,2,3,1,9,0.0263158
3,9,2,3,5,9,0.0263158
3,9,2,3,7,9,0.0263158
0,10,1,0,10,0.289474
0,10,2,0,2,10,0.105263
0,10,2,0,6,10,0.0789474
0,10,2,0,8,10,0.0263158
10,5,1,10,5,0.473684
10,5,2,10,3,5,0.210526
10,5,2,10,2,5,0.105263
10,5,2,10,7,5,0.157895
10,5,2,10,1,5,0.0526316
10,6,1,10,6,0.631579
10,6,2,10,7,6,0.105263
10,6,2,10,3,6,0.157895
10,6,3,10,1,3,6,0.0526316
10,6,3,10,1,7,6,0.0526316
0,6,1,0,6,0.394737
0,6,2,0,9,6,0.105263
6,8,1,6,8,0.526316
6,8,2,6,9,8,0.421053
6,8,2,6,4,8,0.0526316
2,9,1,2,9,0.578947
2,9,2,2,8,9,0.263158
2,9,2,2,5,9,0.0526316
2,9,3,2,4,8,9,0.0526316
2,9,2,2,1,9,0.0526316
1,9,1,1,9,0.526316
1,9,2,1,5,9,0.368421
1,9,2,1,7,9,0.105263
3,8,1,3,8,0.5
7,9,1,7,9,0.526316
7,9,2,7,5,9,0.157895
7,9,2,7,3,9,0.210526
7,9,2,7,1,9,0.0526316
7,9,3,7,4,8,9,0.0526316
2,3,2,2,8,3,0.0263158
2,3,2,2,1,3,0.263158
2,3,2,2,10,3,0.0789474
2,3,2,2,4,3,0.0526316
2,3,2,2,7,3,0.0526316
2,3,2,2,5,3,0.0263158
2,6,2,2,7,6,0.421053
2,6,2,2,8,6,0.210526
2,6,2,2,0,6,0.0526316
2,6,2,2,4,6,0.105263
2,6,2,2,9,6,0.0526316
2,6,3,2,1,7,6,0.0526316
2,6,3,2,4,8,6,0.0526316
2,6,3,2,10,3,6,0.0526316
10,8,1,10,8,0.631579
10,8,3,10,1,4,8,0.157895
10,8,3,10,7,4,8,0.0526316
10,8,2,10,2,8,0.157895
6,7,1,6,7,0.421053
6,7,2,6,3,7,0.315789
6,7,2,6,9,7,0.0526316
6,7,2,6,4,7,0.210526
