source,destination,length,path
0,1,1,0,1,0.533
0,1,2,0,9,1,0.005
0,1,2,0,2,1,0.147
0,1,3,0,8,10,1,0.0
0,1,3,0,8,3,1,0.009
0,1,3,0,8,4,1,0.008
0,4,2,0,7,4,0.146
0,4,2,0,8,4,0.292
0,4,2,0,2,4,0.243
0,4,2,0,6,4,0.146
0,4,3,0,9,7,4,0.006
0,4,3,0,10,1,4,0.006
0,4,2,0,1,4,0.007
0,5,2,0,9,5,0.387
0,5,2,0,2,5,0.242
0,5,3,0,8,3,5,0.145
0,5,2,0,10,5,0.005
0,5,2,0,1,5,0.006
0,5,2,0,7,5,0.006
0,5,3,0,10,7,5,0.006
0,7,1,0,7,0.535
0,7,2,0,10,7,0.146
0,7,2,0,9,7,0.001
0,7,3,0,10,1,7,0.005
0,7,2,0,6,7,0.0
0,7,2,0,1,7,0.004
0,7,3,0,8,3,7,0.008
1,2,1,1,2,0.315
1,2,2,1,10,2,0.001
1,2,2,1,7,2,0.002
4,5,1,4,5,0.535
4,5,2,4,1,5,0.194
4,5,2,4,7,5,0.146
4,5,2,4,2,5,0.005
4,5,2,4,3,5,0.006
4,6,1,4,6,0.436
4,6,2,4,3,6,0.289
4,6,2,4,8,6,0.195
4,6,2,4,7,6,0.006
3,4,1,3,4,0.389
3,4,2,3,1,4,0.005
3,9,1,3,9,0.364
3,9,2,3,8,9,0.006
3,9,2,3,1,9,0.004
3,9,2,3,6,9,0.004
3,9,2,3,5,9,0.005
0,10,1,0,10,0.317
0,10,2,0,2,10,0.003
0,10,2,0,6,10,0.006
0,10,2,0,1,10,0.003
10,5,1,10,5,0.486
10,5,2,10,3,5,0.243
10,5,2,10,2,5,0.003
10,5,2,10,7,5,0.007
10,5,2,10,1,5,0.002
10,6,1,10,6,0.584
10,6,2,10,7,6,0.193
10,6,2,10,3,6,0.004
10,6,3,10,1,3,6,0.002
10,6,2,10,8,6,0.004
0,6,1,0,6,0.34
0,6,2,0,9,6,0.0
0,6,2,0,8,6,0.007
6,8,1,6,8,0.535
6,8,2,6,9,8,0.389
6,8,2,6,4,8,0.006
2,9,1,2,9,0.582
2,9,2,2,8,9,0.243
2,9,2,2,5,9,0.004
2,9,3,2,4,8,9,0.009
1,9,1,1,9,0.534
1,9,2,1,5,9,0.195
1,9,2,1,7,9,0.194
1,9,3,1,4,8,9,0.005
3,8,1,3,8,0.486
7,9,1,7,9,0.436
7,9,2,7,5,9,0.195
7,9,2,7,3,9,0.243
7,9,2,7,1,9,0.006
7,9,3,7,4,8,9,0.007
2,3,2,2,8,3,0.003
2,3,2,2,1,3,0.243
2,3,2,2,10,3,0.007
2,3,2,2,4,3,0.004
2,3,2,2,7,3,0.002
2,6,2,2,7,6,0.34
2,6,2,2,8,6,0.145
2,6,2,2,0,6,0.009
2,6,2,2,4,6,0.146
2,6,2,2,9,6,0.007
2,6,2,2,10,6,0.007
2,6,3,2,5,9,6,0.008
2,6,3,2,10,3,6,0.008
2,6,3,2,1,3,6,0.006
2,6,3,2,7,3,6,0.007
10,8,1,10,8,0.583
10,8,3,10,1,4,8,0.146
10,8,3,10,7,4,8,0.006
10,8,2,10,2,8,0.195
6,7,1,6,7,0.389
6,7,2,6,3,7,0.341
6,7,2,6,9,7,0.0
6,7,2,6,4,7,0.194
