source,destination,length,path
0,1,1,0,1,0.608
0,1,2,0,9,1,0.122
0,1,3,0,8,3,1,0.122
0,1,2,0,2,1,0.121
0,4,2,0,7,4,0.122
0,4,2,0,8,4,0.486
0,4,2,0,2,4,0.243
0,4,3,0,9,7,4,0.121
0,5,2,0,9,5,0.364
0,5,2,0,2,5,0.244
0,5,3,0,6,3,5,0.121
0,5,2,0,7,5,0.121
0,5,2,0,1,5,0.122
0,7,1,0,7,0.481
0,7,2,0,10,7,0.361
0,7,2,0,9,7,0.12
1,2,1,1,2,0.304
1,2,2,1,10,2,0.122
1,2,2,1,7,2,0.008
4,5,1,4,5,0.607
4,5,2,4,1,5,0.122
4,5,2,4,3,5,0.122
4,5,2,4,7,5,0.122
4,6,1,4,6,0.481
4,6,2,4,3,6,0.244
4,6,2,4,8,6,0.122
4,6,2,4,7,6,0.122
3,4,1,3,4,0.365
3,4,2,3,1,4,0.008
3,4,2,3,5,4,0.009
3,9,1,3,9,0.426
3,9,2,3,6,9,0.005
0,10,1,0,10,0.3
0,10,2,0,8,10,0.001
0,10,2,0,2,10,0.0
0,10,2,0,6,10,0.008
10,5,1,10,5,0.604
10,5,2,10,1,5,0.122
10,5,2,10,2,5,0.123
10,5,2,10,3,5,0.121
10,6,1,10,6,0.73
10,6,2,10,3,6,0.243
0,6,1,0,6,0.486
6,8,1,6,8,0.487
6,8,2,6,9,8,0.364
6,8,2,6,4,8,0.121
2,9,1,2,9,0.602
2,9,2,2,5,9,0.121
2,9,2,2,8,9,0.244
1,9,1,1,9,0.735
1,9,2,1,7,9,0.121
1,9,2,1,5,9,0.123
3,8,1,3,8,0.486
7,9,1,7,9,0.604
7,9,2,7,5,9,0.242
7,9,2,7,3,9,0.122
2,3,2,2,8,3,0.006
2,3,2,2,1,3,0.243
2,3,2,2,10,3,0.008
2,3,2,2,4,3,0.009
2,3,2,2,7,3,0.008
2,6,2,2,7,6,0.484
2,6,2,2,8,6,0.245
2,6,3,2,8,9,6,0.121
2,6,2,2,4,6,0.122
10,8,1,10,8,0.73
10,8,3,10,1,4,8,0.243
6,7,1,6,7,0.486
6,7,2,6,4,7,0.122
6,7,2,6,3,7,0.243
6,7,2,6,10,7,0.121
