source,destination,length,path
0,1,1,0,1,0.579
0,1,2,0,9,1,0.193
0,1,2,0,2,1,0.007
0,1,2,0,7,1,0.009
0,4,2,0,7,4,0.009
0,4,2,0,8,4,0.389
0,4,2,0,2,4,0.194
0,4,3,0,10,1,4,0.004
0,4,3,0,10,7,4,0.003
0,4,2,0,6,4,0.003
0,5,2,0,9,5,0.486
0,5,2,0,2,5,0.195
0,5,2,0,7,5,0.002
0,5,3,0,8,3,5,0.002
0,5,2,0,10,5,0.002
0,7,1,0,7,0.485
0,7,2,0,10,7,0.004
0,7,2,0,2,7,0.195
0,7,2,0,9,7,0.002
0,7,2,0,1,7,0.004
1,2,1,1,2,0.34
1,2,2,1,10,2,0.001
1,2,2,1,7,2,0.0
4,5,1,4,5,0.486
4,5,2,4,1,5,0.001
4,5,2,4,7,5,0.003
4,5,2,4,3,5,0.003
4,5,2,4,2,5,0.195
4,6,1,4,6,0.483
4,6,2,4,3,6,0.193
4,6,2,4,8,6,0.006
4,6,2,4,7,6,0.193
3,4,1,3,4,0.392
3,4,2,3,1,4,0.003
3,9,1,3,9,0.438
3,9,2,3,6,9,0.003
0,10,1,0,10,0.289
0,10,2,0,6,10,0.0
0,10,2,0,8,10,0.006
0,10,2,0,1,10,0.003
10,5,1,10,5,0.486
10,5,2,10,3,5,0.195
10,5,2,10,2,5,0.001
10,5,2,10,1,5,0.195
10,6,1,10,6,0.484
10,6,2,10,3,6,0.292
10,6,2,10,7,6,0.195
0,6,1,0,6,0.436
0,6,2,0,8,6,0.006
6,8,1,6,8,0.583
6,8,2,6,9,8,0.292
6,8,2,6,4,8,0.004
2,9,1,2,9,0.68
2,9,2,2,8,9,0.291
1,9,1,1,9,0.679
1,9,2,1,5,9,0.195
1,9,3,1,7,5,9,0.002
3,8,1,3,8,0.485
7,9,1,7,9,0.68
7,9,2,7,5,9,0.195
7,9,2,7,3,9,0.007
2,3,2,2,8,3,0.008
2,3,2,2,1,3,0.292
2,3,2,2,4,3,0.006
2,3,2,2,5,3,0.006
2,3,2,2,7,3,0.007
2,6,2,2,7,6,0.194
2,6,2,2,8,6,0.194
2,6,2,2,0,6,0.001
2,6,2,2,10,6,0.194
2,6,3,2,4,8,6,0.003
2,6,3,2,8,9,6,0.002
2,6,2,2,4,6,0.003
10,8,1,10,8,0.681
10,8,2,10,0,8,0.004
10,8,3,10,1,4,8,0.005
10,8,3,10,7,4,8,0.003
6,7,1,6,7,0.488
6,7,2,6,3,7,0.292
6,7,2,6,9,7,0.006
6,7,2,6,4,7,0.004
