source,destination,length,path
0,1,1,0,1,0.695
0,1,2,0,9,1,0.139
0,1,2,0,2,1,0.139
0,4,2,0,7,4,0.278
0,4,2,0,8,4,0.417
0,4,2,0,2,4,0.139
0,4,3,0,9,5,4,0.139
0,5,2,0,9,5,0.278
0,5,2,0,2,5,0.416
0,5,3,0,6,3,5,0.139
0,5,3,0,8,3,5,0.139
0,7,1,0,7,0.416
0,7,2,0,10,7,0.416
0,7,2,0,9,7,0.139
1,2,1,1,2,0.348
1,2,2,1,10,2,0.005
1,2,2,1,7,2,0.005
4,5,1,4,5,0.556
4,5,2,4,1,5,0.278
4,5,2,4,7,5,0.139
4,6,1,4,6,0.557
4,6,2,4,3,6,0.278
4,6,2,4,7,6,0.139
3,4,1,3,4,0.348
3,4,2,3,1,4,0.139
3,9,1,3,9,0.487
0,10,1,0,10,0.275
0,10,2,0,8,10,0.007
0,10,2,0,2,10,0.007
0,10,2,0,6,10,0.007
10,5,1,10,5,0.693
10,5,2,10,1,5,0.139
10,5,2,10,3,5,0.139
10,6,1,10,6,0.555
10,6,2,10,3,6,0.278
10,6,3,10,1,7,6,0.139
0,6,1,0,6,0.486
6,8,1,6,8,0.554
6,8,2,6,9,8,0.278
6,8,2,6,4,8,0.139
2,9,1,2,9,0.694
2,9,2,2,5,9,0.139
2,9,2,2,8,9,0.139
1,9,1,1,9,0.693
1,9,3,1,4,8,9,0.139
1,9,2,1,5,9,0.139
3,8,1,3,8,0.486
7,9,1,7,9,0.698
7,9,2,7,5,9,0.277
2,3,2,2,8,3,0.005
2,3,2,2,1,3,0.209
2,3,2,2,7,3,0.139
2,3,2,2,4,3,0.004
2,6,2,2,7,6,0.277
2,6,2,2,8,6,0.417
2,6,2,2,10,6,0.14
2,6,4,2,4,8,9,6,0.139
10,8,1,10,8,0.693
10,8,3,10,2,4,8,0.139
10,8,2,10,0,8,0.139
6,7,1,6,7,0.417
6,7,2,6,4,7,0.14
6,7,2,6,3,7,0.278
6,7,2,6,10,7,0.139
