source,destination,length,path
8,33,3,8,13,25,33,0.189887
8,33,3,8,13,25,33,0.219869
8,33,3,8,13,25,33,0.169899
8,33,3,8,13,25,33,0.259845
8,33,3,8,13,25,33,0.209875
8,33,3,8,13,25,33,0.209875
8,33,3,8,13,25,33,0.119928
8,33,3,8,13,25,33,0.179893
8,33,4,8,14,15,22,33,0.129923
8,33,4,8,14,15,22,33,0.0999404
8,33,4,8,14,15,22,33,0.0599642
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,15,22,33,0.0799523
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,13,25,33,0.0199881
8,33,4,8,14,13,25,33,0.0199881
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,13,25,33,0.00999404
8,33,4,8,14,15,22,33,0.0699583
8,33,4,8,14,15,22,33,0.0599642
8,33,4,8,14,15,22,33,0.0699583
8,33,4,8,14,15,22,33,0.0899464
8,33,4,8,14,15,22,33,0.0599642
8,33,4,8,14,15,22,33,0.109934
8,33,4,8,14,15,22,33,0.0399762
8,33,4,8,14,15,22,33,0.0299821
8,33,4,8,14,15,22,33,0.0599642
8,33,4,8,14,15,22,33,0.0299821
8,33,4,8,14,13,25,33,0.00999404
8,33,6,8,14,15,23,27,31,33,0.00999404
8,33,6,8,14,15,23,27,31,33,0.00999404
8,33,5,8,14,15,23,27,33,0.00999404
8,33,4,8,14,13,25,33,0.00999404
36,15,3,36,33,22,15,0.959428
36,15,3,36,33,22,15,0.719571
36,15,3,36,33,22,15,0.899464
36,15,3,36,33,22,15,0.629625
36,15,3,36,33,22,15,0.869482
36,15,3,36,33,22,15,0.659607
36,15,3,36,33,22,15,0.779535
36,15,3,36,33,22,15,0.56966
36,15,4,36,31,33,22,15,0.0599642
36,15,4,36,31,27,22,15,0.149911
36,15,4,36,31,27,22,15,0.0899464
36,15,4,36,31,27,22,15,0.119928
36,15,4,36,31,33,22,15,0.0299821
36,15,4,36,31,33,22,15,0.0299821
36,15,4,36,31,27,22,15,0.0299821
36,15,4,36,31,33,22,15,0.0299821
36,15,4,36,31,27,22,15,0.0299821
36,15,4,36,31,33,22,15,0.0599642
36,15,4,36,31,27,22,15,0.0599642
36,15,4,36,31,33,22,15,0.119928
36,15,4,36,31,33,22,15,0.0299821
36,15,4,36,31,27,22,15,0.0599642
36,15,4,36,31,27,22,15,0.119928
36,15,4,36,31,33,22,15,0.0899464
36,15,4,36,31,33,22,15,0.0599642
36,15,4,36,31,33,22,15,0.0299821
36,15,4,36,31,33,22,15,0.0299821
36,15,4,36,31,27,22,15,0.0599642
36,15,4,36,31,27,22,15,0.0299821
36,15,4,36,31,27,23,15,0.0599642
36,15,4,36,31,27,22,15,0.0299821
36,15,4,36,31,27,22,15,0.0299821
36,15,4,36,31,27,23,15,0.0299821
