switch_id,used_rules,usage
38,15743,21.419
37,16686,22.702
36,22409,30.4884
35,28542,38.8327
34,16807,22.8667
33,32602,44.3565
32,17604,23.951
31,17391,23.6612
30,29008,39.4667
29,9770,13.2925
28,11305,15.381
27,26181,35.6204
26,15442,21.0095
25,17945,24.415
24,23159,31.5088
23,27762,37.7714
22,21351,29.049
21,27110,36.8844
20,27754,37.7605
19,11829,16.0939
18,26161,35.5932
17,38898,52.9224
16,22901,31.1578
15,18066,24.5796
14,26823,36.4939
13,30622,41.6626
12,36836,50.117
11,21700,29.5238
10,25958,35.317
9,50491,68.6952
8,41975,57.1088
7,25041,34.0694
6,34870,47.4422
5,23445,31.898
4,35559,48.3796
3,38874,52.8898
2,32943,44.8204
1,32291,43.9333
0,36208,49.2626
