switch_id,used_rules,usage
38,4213,5.73197
37,5662,7.7034
36,6074,8.26395
35,9545,12.9864
34,6235,8.48299
33,9724,13.2299
32,4580,6.23129
31,4428,6.02449
30,8157,11.098
29,3216,4.37551
28,3032,4.12517
27,7861,10.6952
26,6239,8.48844
25,7853,10.6844
24,7165,9.7483
23,8526,11.6
22,7139,9.71293
21,8470,11.5238
20,8204,11.1619
19,4466,6.07619
18,8111,11.0354
17,11968,16.283
16,7720,10.5034
15,5672,7.71701
14,7594,10.332
13,9389,12.7741
12,10997,14.9619
11,6005,8.17007
10,7672,10.4381
9,14973,20.3714
8,12191,16.5864
7,6585,8.95918
6,8473,11.5279
5,7845,10.6735
4,10084,13.7197
3,9961,13.5524
2,8104,11.0259
1,8307,11.302
0,8494,11.5565
