switch_id,used_rules,usage
38,417,0.567347
37,542,0.737415
36,586,0.797279
35,752,1.02313
34,588,0.8
33,1149,1.56327
32,494,0.672109
31,430,0.585034
30,1061,1.44354
29,523,0.711565
28,420,0.571429
27,936,1.27347
26,618,0.840816
25,1182,1.60816
24,794,1.08027
23,1069,1.45442
22,834,1.13469
21,609,0.828571
20,544,0.740136
19,570,0.77551
18,724,0.985034
17,970,1.31973
16,941,1.28027
15,751,1.02177
14,752,1.02313
13,884,1.20272
12,814,1.10748
11,495,0.673469
10,830,1.12925
9,1338,1.82041
8,1053,1.43265
7,517,0.703401
6,755,1.02721
5,729,0.991837
4,859,1.16871
3,764,1.03946
2,515,0.70068
1,505,0.687075
0,535,0.727891
