switch_id,used_rules,usage
38,1043,1.41905
37,1470,2
36,1520,2.06803
35,2328,3.16735
34,1713,2.33061
33,2933,3.99048
32,1195,1.62585
31,1207,1.64218
30,2432,3.30884
29,1214,1.6517
28,1006,1.36871
27,2423,3.2966
26,1700,2.31293
25,2882,3.92109
24,1954,2.6585
23,2685,3.65306
22,2235,3.04082
21,1871,2.54558
20,1763,2.39864
19,1516,2.06259
18,2142,2.91429
17,2904,3.95102
16,2459,3.34558
15,1890,2.57143
14,2093,2.84762
13,2558,3.48027
12,2553,3.47347
11,1392,1.89388
10,2170,2.95238
9,3702,5.03673
8,2955,4.02041
7,1456,1.98095
6,2024,2.75374
5,1917,2.60816
4,2384,3.24354
3,2219,3.01905
2,1679,2.28435
1,1580,2.14966
0,1710,2.32653
