switch_id,used_rules,usage
38,357,0.485714
37,483,0.657143
36,507,0.689796
35,650,0.884354
34,506,0.688435
33,987,1.34286
32,425,0.578231
31,363,0.493878
30,922,1.25442
29,476,0.647619
28,382,0.519728
27,799,1.08707
26,538,0.731973
25,1030,1.40136
24,659,0.896599
23,937,1.27483
22,738,1.00408
21,524,0.712925
20,472,0.642177
19,490,0.666667
18,639,0.869388
17,835,1.13605
16,805,1.09524
15,648,0.881633
14,647,0.880272
13,760,1.03401
12,714,0.971429
11,414,0.563265
10,704,0.957823
9,1142,1.55374
8,887,1.2068
7,441,0.6
6,652,0.887075
5,612,0.832653
4,727,0.989116
3,652,0.887075
2,448,0.609524
1,431,0.586395
0,457,0.621769
