switch_id,used_rules,usage
38,758,1.03129
37,1068,1.45306
36,1098,1.49388
35,1546,2.1034
34,1152,1.56735
33,2104,2.86259
32,866,1.17823
31,840,1.14286
30,1832,2.49252
29,944,1.28435
28,783,1.06531
27,1786,2.42993
26,1205,1.63946
25,2134,2.9034
24,1460,1.98639
23,1998,2.71837
22,1602,2.17959
21,1255,1.70748
20,1117,1.51973
19,1088,1.48027
18,1446,1.96735
17,1968,2.67755
16,1773,2.41224
15,1382,1.88027
14,1418,1.92925
13,1724,2.34558
12,1693,2.3034
11,985,1.34014
10,1563,2.12653
9,2625,3.57143
8,1992,2.7102
7,1023,1.39184
6,1429,1.94422
5,1359,1.84898
4,1643,2.23537
3,1497,2.03673
2,1102,1.49932
1,1048,1.42585
0,1107,1.50612
