switch_id,used_rules,usage
38,544,0.740136
37,750,1.02041
36,791,1.07619
35,1054,1.43401
34,807,1.09796
33,1556,2.11701
32,664,0.903401
31,599,0.814966
30,1382,1.88027
29,723,0.983673
28,579,0.787755
27,1286,1.74966
26,844,1.1483
25,1602,2.17959
24,1049,1.42721
23,1436,1.95374
22,1151,1.56599
21,860,1.17007
20,781,1.06259
19,781,1.06259
18,1050,1.42857
17,1383,1.88163
16,1288,1.75238
15,1001,1.3619
14,992,1.34966
13,1218,1.65714
12,1176,1.6
11,672,0.914286
10,1129,1.53605
9,1800,2.44898
8,1414,1.92381
7,705,0.959184
6,1005,1.36735
5,980,1.33333
4,1174,1.59728
3,1052,1.43129
2,707,0.961905
1,687,0.934694
0,746,1.01497
