switch_id,used_rules,usage
38,28515,38.7959
37,30474,41.4612
36,42734,58.1415
35,48768,66.351
34,28319,38.5293
33,60955,82.932
32,31896,43.3959
31,32885,44.7415
30,54182,73.717
29,20463,27.8408
28,22560,30.6939
27,48411,65.8653
26,25962,35.3224
25,35213,47.9088
24,42650,58.0272
23,53963,73.419
22,41319,56.2163
21,45351,61.702
20,46735,63.585
19,25058,34.0925
18,45612,62.0571
17,66882,90.9959
16,44502,60.5469
15,37471,50.981
14,48726,66.2939
13,56389,76.7197
12,63469,86.3524
11,39112,53.2136
10,48367,65.8054
9,89076,121.192
8,77045,104.823
7,44945,61.1497
6,65987,89.7782
5,39870,54.2449
4,64899,88.298
3,72327,98.4041
2,60456,82.2531
1,56693,77.1333
0,69342,94.3429
