switch_id,used_rules,usage
38,2228,3.03129
37,3222,4.38367
36,3263,4.43946
35,5271,7.17143
34,3657,4.97551
33,5887,8.00952
32,2418,3.2898
31,2398,3.26259
30,4486,6.1034
29,2042,2.77823
28,1748,2.37823
27,4738,6.44626
26,3660,4.97959
25,5379,7.31837
24,3852,5.24082
23,5088,6.92245
22,4455,6.06122
21,4352,5.92109
20,4011,5.45714
19,2952,4.01633
18,4552,6.1932
17,6562,8.92789
16,4646,6.32109
15,3670,4.9932
14,4421,6.01497
13,5451,7.41633
12,5829,7.93061
11,2960,4.02721
10,4304,5.85578
9,8105,11.0272
8,6735,9.16327
7,3169,4.31156
6,4168,5.67075
5,4399,5.98503
4,5535,7.53061
3,4976,6.77007
2,3901,5.30748
1,3910,5.31973
0,4075,5.54422
