switch_id,used_rules,usage
38,7616,10.3619
37,8718,11.8612
36,10761,14.6408
35,15035,20.4558
34,9190,12.5034
33,16326,22.2122
32,8551,11.634
31,8476,11.532
30,14619,19.8898
29,5267,7.16599
28,5592,7.60816
27,13478,18.3374
26,8697,11.8327
25,10728,14.5959
24,11951,16.2599
23,14588,19.8476
22,11263,15.3238
21,13699,18.6381
20,13903,18.9156
19,6493,8.83401
18,13258,18.0381
17,19619,26.6925
16,12430,16.9116
15,9322,12.683
14,13177,17.9279
13,15288,20.8
12,18222,24.7918
11,10662,14.5061
10,13193,17.9497
9,25182,34.2612
8,20670,28.1224
7,11797,16.0503
6,16100,21.9048
5,12118,16.4871
4,17107,23.2748
3,18178,24.732
2,14966,20.3619
1,14745,20.0612
0,15920,21.6599
