switch_id,used_rules,usage
38,781,1.06259
37,1109,1.50884
36,1139,1.54966
35,1720,2.34014
34,1284,1.74694
33,2248,3.0585
32,911,1.23946
31,924,1.25714
30,1939,2.6381
29,986,1.3415
28,807,1.09796
27,1890,2.57143
26,1291,1.75646
25,2259,3.07347
24,1552,2.11156
23,2095,2.85034
22,1738,2.36463
21,1388,1.88844
20,1326,1.80408
19,1161,1.57959
18,1585,2.15646
17,2171,2.95374
16,1915,2.60544
15,1485,2.02041
14,1575,2.14286
13,1902,2.58776
12,1872,2.54694
11,1065,1.44898
10,1689,2.29796
9,2793,3.8
8,2227,3.02993
7,1113,1.51429
6,1560,2.12245
5,1477,2.00952
4,1811,2.46395
3,1669,2.27075
2,1221,1.66122
1,1170,1.59184
0,1252,1.7034
