switch_id,used_rules,usage
38,2032,2.76463
37,2905,3.95238
36,3017,4.10476
35,4930,6.70748
34,3367,4.58095
33,5420,7.37415
32,2250,3.06122
31,2336,3.17823
30,4246,5.77687
29,1929,2.62449
28,1676,2.28027
27,4381,5.96054
26,3290,4.47619
25,4933,6.71156
24,3640,4.95238
23,4739,6.44762
22,4148,5.64354
21,4001,5.44354
20,3926,5.3415
19,2683,3.65034
18,4190,5.70068
17,6034,8.20952
16,4346,5.91293
15,3345,4.55102
14,4057,5.51973
13,5033,6.84762
12,5369,7.30476
11,2746,3.73605
10,3964,5.3932
9,7395,10.0612
8,6131,8.3415
7,2984,4.05986
6,3990,5.42857
5,3962,5.39048
4,4974,6.76735
3,4654,6.33197
2,3664,4.98503
1,3548,4.82721
0,3718,5.0585
