switch_id,used_rules,usage
38,3512,4.77823
37,4573,6.22177
36,5066,6.89252
35,7909,10.7605
34,5202,7.07755
33,8231,11.1986
32,3919,5.33197
31,3852,5.24082
30,6991,9.51156
29,2830,3.85034
28,2619,3.56327
27,6774,9.21633
26,5044,6.86259
25,6720,9.14286
24,6001,8.16463
23,7333,9.97687
22,6143,8.35782
21,6831,9.29388
20,6802,9.25442
19,3816,5.19184
18,6604,8.98503
17,9757,13.2748
16,6620,9.0068
15,4857,6.60816
14,6402,8.7102
13,7845,10.6735
12,8860,12.0544
11,4873,6.62993
10,6442,8.76463
9,12257,16.6762
8,10011,13.6204
7,5331,7.25306
6,7088,9.64354
5,6300,8.57143
4,8228,11.1946
3,8178,11.1265
2,6607,8.98912
1,6559,8.92381
0,6863,9.33741
