@pair(source-destination-demand)
8,33,2.0
36,15,6.0
13,36,4.0
33,14,4.0
4,18,5.0
3,37,3.0
15,38,9.0
28,37,10.0
28,3,3.0
4,30,4.0
30,25,6.0
27,26,8.0
22,33,2.0
8,22,3.0
30,12,6.0
33,31,2.0
11,10,4.0
26,29,5.0
30,4,5.0
1,33,4.0
7,2,2.0
31,5,4.0
0,12,9.0
15,29,5.0
35,23,4.0
4,25,8.0
16,38,8.0
17,13,3.0
8,9,2.0
2,17,3.0
36,17,5.0
30,17,3.0
34,28,6.0
33,4,4.0
19,28,12.0
20,31,2.0
15,10,6.0
20,14,2.0
12,35,5.0
31,0,4.0
0,17,6.0
8,6,3.0
18,11,4.0
16,31,3.0
17,12,5.0
5,35,5.0
13,20,3.0
2,10,2.0
24,1,6.0
27,14,7.0
26,1,5.0
15,17,6.0
12,20,3.0
29,7,5.0
38,21,3.0
19,36,9.0
8,7,3.0
2,33,3.0
16,24,6.0
17,35,3.0
13,25,5.0
24,4,8.0
6,29,4.0
1,8,3.0
25,19,11.0
23,3,2.0
26,8,4.0
35,10,3.0
12,27,9.0
25,30,5.0
24,13,5.0
38,28,11.0
0,37,7.0
37,17,6.0
2,22,3.0
14,13,4.0
0,36,8.0
17,30,3.0
17,28,6.0
13,30,4.0
18,19,6.0
6,26,4.0
32,12,9.0
7,17,4.0
22,26,5.0
15,8,3.0
20,33,3.0
35,17,4.0
29,9,3.0
19,34,6.0
29,5,8.0
9,27,6.0
9,33,2.0
22,3,3.0
38,35,5.0
1,26,6.0
37,12,9.0
3,2,3.0
10,34,5.0
17,25,6.0
13,37,5.0
4,13,3.0
4,5,8.0
32,13,4.0
14,30,4.0
7,12,5.0
18,28,5.0
13,1,4.0
26,18,5.0
11,29,5.0
21,9,3.0
10,21,3.0
5,11,9.0
13,6,2.0
34,21,2.0
14,25,7.0
20,1,3.0
26,9,5.0
11,36,6.0
19,6,4.0
19,25,12.0
35,22,3.0
21,18,2.0
10,24,6.0
5,18,5.0
4,7,4.0
14,20,3.0
14,2,3.0
31,23,4.0
0,30,5.0
31,14,4.0
21,37,2.0
11,1,5.0
36,7,5.0
0,21,2.0
13,12,4.0
2,0,3.0
14,27,7.0
14,7,5.0
25,0,9.0
0,4,8.0
23,21,3.0
20,26,2.0
11,8,3.0
36,0,7.0
27,1,7.0
37,34,6.0
2,5,4.0
17,3,3.0
3,16,2.0
9,3,3.0
38,5,11.0
10,4,6.0
11,22,5.0
34,17,5.0
35,38,5.0
37,21,2.0
34,32,6.0
25,14,8.0
29,22,5.0
32,19,10.0
21,6,3.0
34,36,6.0
19,14,9.0
11,23,6.0
34,10,4.0
35,29,4.0
32,2,4.0
38,17,6.0
25,11,8.0
9,17,4.0
15,26,7.0
16,2,3.0
30,33,2.0
13,4,4.0
36,19,9.0
22,16,4.0
7,26,5.0
31,36,5.0
34,29,4.0
25,29,8.0
32,7,6.0
1,16,6.0
38,10,6.0
24,37,8.0
21,35,2.0
9,16,4.0
12,9,4.0
3,23,2.0
28,19,12.0
7,27,5.0
