switch_id,used_rules,usage
39,323,0.828205
38,400,1.02564
37,325,0.833333
36,296,0.758974
35,340,0.871795
34,248,0.635897
33,479,1.22821
32,170,0.435897
31,229,0.587179
30,217,0.55641
29,318,0.815385
28,291,0.746154
27,280,0.717949
26,266,0.682051
25,257,0.658974
24,449,1.15128
23,202,0.517949
22,378,0.969231
21,200,0.512821
20,303,0.776923
19,126,0.323077
18,228,0.584615
17,128,0.328205
16,184,0.471795
15,216,0.553846
14,109,0.279487
13,250,0.641026
12,163,0.417949
11,194,0.497436
10,219,0.561538
9,376,0.964103
8,161,0.412821
7,117,0.3
6,247,0.633333
5,307,0.787179
4,234,0.6
3,290,0.74359
2,124,0.317949
1,315,0.807692
0,181,0.464103
