switch_id,used_rules,usage
39,248,0.635897
38,299,0.766667
37,243,0.623077
36,218,0.558974
35,253,0.648718
34,179,0.458974
33,347,0.889744
32,125,0.320513
31,173,0.44359
30,172,0.441026
29,248,0.635897
28,206,0.528205
27,215,0.551282
26,204,0.523077
25,185,0.474359
24,332,0.851282
23,161,0.412821
22,281,0.720513
21,140,0.358974
20,217,0.55641
19,100,0.25641
18,193,0.494872
17,95,0.24359
16,126,0.323077
15,161,0.412821
14,84,0.215385
13,167,0.428205
12,111,0.284615
11,151,0.387179
10,166,0.425641
9,279,0.715385
8,132,0.338462
7,91,0.233333
6,185,0.474359
5,233,0.597436
4,170,0.435897
3,215,0.551282
2,92,0.235897
1,251,0.64359
0,116,0.297436
