switch_id,used_rules,usage
39,730,1.87179
38,820,2.10256
37,789,2.02308
36,760,1.94872
35,782,2.00513
34,534,1.36923
33,995,2.55128
32,358,0.917949
31,512,1.31282
30,497,1.27436
29,681,1.74615
28,756,1.93846
27,576,1.47692
26,630,1.61538
25,599,1.5359
24,1189,3.04872
23,555,1.42308
22,899,2.30513
21,485,1.24359
20,639,1.63846
19,392,1.00513
18,519,1.33077
17,371,0.951282
16,460,1.17949
15,491,1.25897
14,265,0.679487
13,707,1.81282
12,449,1.15128
11,393,1.00769
10,568,1.45641
9,874,2.24103
8,381,0.976923
7,263,0.674359
6,613,1.57179
5,695,1.78205
4,477,1.22308
3,737,1.88974
2,296,0.758974
1,671,1.72051
0,564,1.44615
