switch_id,used_rules,usage
39,357,0.915385
38,427,1.09487
37,360,0.923077
36,334,0.85641
35,382,0.979487
34,268,0.687179
33,505,1.29487
32,182,0.466667
31,245,0.628205
30,244,0.625641
29,354,0.907692
28,333,0.853846
27,303,0.776923
26,308,0.789744
25,297,0.761538
24,504,1.29231
23,243,0.623077
22,416,1.06667
21,214,0.548718
20,331,0.848718
19,142,0.364103
18,261,0.669231
17,160,0.410256
16,205,0.525641
15,238,0.610256
14,121,0.310256
13,298,0.764103
12,176,0.451282
11,208,0.533333
10,234,0.6
9,424,1.08718
8,178,0.45641
7,120,0.307692
6,279,0.715385
5,345,0.884615
4,256,0.65641
3,318,0.815385
2,148,0.379487
1,329,0.84359
0,213,0.546154
